48,"select p.run, p.camcol, p.field from STAR as p inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-07-01 01:29:00,1
2019-07-01 01:32:00,1
2019-07-01 01:35:00,3
2019-07-01 01:38:00,3
2019-07-01 01:39:00,2
2019-07-01 01:50:00,2
2019-07-01 01:51:00,3
2019-07-01 01:53:00,5
2019-07-01 01:59:00,3
2019-07-01 02:02:00,2
2019-07-01 02:06:00,2
2019-07-01 02:25:00,2
2019-07-01 02:26:00,2
2019-07-01 02:27:00,2
2019-07-01 02:28:00,2
2019-07-01 02:32:00,1
2019-07-01 02:33:00,1
2019-07-01 02:34:00,2
2019-07-01 02:37:00,2
2019-07-01 21:23:00,2
2019-07-01 21:28:00,1
2019-07-01 21:47:00,1
2019-07-01 21:53:00,1
2019-07-01 22:02:00,2
