11069,"SELECT TOP # p.objid,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID"
2019-07-01 00:01:00,5
2019-07-01 00:02:00,9
2019-07-01 00:03:00,3
2019-07-01 00:04:00,5
2019-07-01 00:05:00,20
2019-07-01 00:06:00,24
2019-07-01 00:07:00,3
2019-07-01 00:08:00,8
2019-07-01 00:11:00,5
2019-07-01 00:12:00,7
2019-07-01 00:13:00,3
2019-07-01 00:14:00,5
2019-07-01 00:15:00,20
2019-07-01 00:16:00,27
2019-07-01 00:17:00,3
2019-07-01 00:18:00,6
2019-07-01 00:21:00,5
2019-07-01 00:22:00,7
2019-07-01 00:23:00,3
2019-07-01 00:24:00,5
2019-07-01 00:25:00,20
2019-07-01 00:26:00,27
2019-07-01 00:27:00,3
2019-07-01 00:28:00,8
2019-07-01 00:31:00,5
2019-07-01 00:32:00,7
2019-07-01 00:33:00,3
2019-07-01 00:34:00,5
2019-07-01 00:35:00,20
2019-07-01 00:36:00,27
2019-07-01 00:37:00,3
2019-07-01 00:38:00,7
2019-07-01 00:40:00,1
2019-07-01 00:41:00,5
2019-07-01 00:42:00,7
2019-07-01 00:43:00,3
2019-07-01 00:44:00,6
2019-07-01 00:45:00,20
2019-07-01 00:46:00,27
2019-07-01 00:47:00,3
2019-07-01 00:48:00,10
2019-07-01 00:51:00,5
2019-07-01 00:52:00,7
2019-07-01 00:53:00,3
2019-07-01 00:54:00,5
2019-07-01 00:55:00,20
2019-07-01 00:56:00,27
2019-07-01 00:57:00,3
2019-07-01 00:58:00,6
2019-07-01 01:01:00,5
2019-07-01 01:02:00,7
2019-07-01 01:03:00,3
2019-07-01 01:04:00,5
2019-07-01 01:05:00,20
2019-07-01 01:06:00,27
2019-07-01 01:07:00,3
2019-07-01 01:08:00,9
2019-07-01 01:11:00,5
2019-07-01 01:12:00,7
2019-07-01 01:13:00,3
2019-07-01 01:14:00,5
2019-07-01 01:15:00,18
2019-07-01 01:16:00,29
2019-07-01 01:17:00,3
2019-07-01 01:18:00,6
2019-07-01 01:21:00,5
2019-07-01 01:22:00,7
2019-07-01 01:23:00,3
2019-07-01 01:24:00,5
2019-07-01 01:25:00,18
2019-07-01 01:26:00,29
2019-07-01 01:27:00,3
2019-07-01 01:28:00,6
2019-07-01 01:31:00,5
