512,"SELECT dbo.fGetNearestSpecObjIdAllEq(#,#,#) as specObjID"
2019-07-17 19:46:00,3
2019-07-17 19:57:00,1
2019-07-17 20:09:00,1
2019-07-17 20:12:00,1
2019-07-17 20:13:00,3
2019-07-17 20:14:00,3
2019-07-17 20:15:00,7
2019-07-17 20:16:00,13
2019-07-17 20:17:00,29
2019-07-17 20:18:00,29
2019-07-17 20:19:00,9
2019-07-17 20:20:00,12
2019-07-17 20:21:00,6
2019-07-17 20:44:00,11
2019-07-17 20:45:00,10
2019-07-17 20:46:00,6
2019-07-17 20:47:00,8
2019-07-17 20:48:00,4
2019-07-17 20:49:00,6
2019-07-17 20:50:00,11
2019-07-17 20:51:00,7
2019-07-17 21:04:00,3
2019-07-17 21:05:00,3
2019-07-17 21:07:00,6
2019-07-17 21:08:00,12
2019-07-17 21:09:00,6
2019-07-17 21:10:00,6
2019-07-17 21:11:00,6
2019-07-17 21:12:00,5
2019-07-17 21:13:00,1
2019-07-17 21:15:00,6
2019-07-17 21:16:00,6
2019-07-17 21:28:00,5
2019-07-17 21:29:00,19
2019-07-17 21:30:00,9
2019-07-17 21:31:00,7
2019-07-17 21:32:00,11
2019-07-17 21:33:00,6
2019-07-17 21:36:00,5
2019-07-17 21:37:00,6
2019-07-17 21:49:00,10
2019-07-17 21:50:00,8
2019-07-17 21:52:00,6
2019-07-17 21:57:00,6
2019-07-17 21:58:00,1
2019-07-17 22:01:00,1
2019-07-17 22:02:00,1
2019-07-17 22:06:00,1
2019-07-17 22:07:00,3
2019-07-17 22:08:00,2
2019-07-17 22:10:00,1
2019-07-17 22:11:00,3
2019-07-17 22:12:00,1
2019-07-17 22:14:00,1
2019-07-17 22:15:00,1
2019-07-17 22:16:00,1
2019-07-17 23:10:00,4
2019-07-17 23:32:00,1
2019-07-17 23:33:00,1
2019-07-17 23:34:00,1
2019-07-17 23:35:00,2
2019-07-17 23:36:00,1
2019-07-17 23:37:00,2
2019-07-17 23:38:00,14
2019-07-17 23:39:00,36
2019-07-17 23:40:00,26
2019-07-17 23:45:00,7
2019-07-17 23:46:00,6
2019-07-17 23:47:00,6
2019-07-17 23:48:00,6
2019-07-17 23:49:00,4
2019-07-17 23:50:00,6
2019-07-17 23:51:00,10
2019-07-17 23:52:00,8
2019-07-17 23:53:00,16
