45,"SELECT ra,dec,u,err_u,g,err_g,r,err_r,i,err_i,z,err_z FROM Star WHERE ra BETWEEN # AND # AND dec BETWEEN # and # AND g<#"
2019-07-17 00:03:00,2
2019-07-17 00:06:00,1
2019-07-17 00:07:00,1
2019-07-17 00:08:00,1
2019-07-17 00:12:00,1
2019-07-17 00:18:00,2
2019-07-17 00:23:00,2
2019-07-17 00:27:00,1
2019-07-17 00:33:00,1
2019-07-17 00:41:00,1
2019-07-17 00:47:00,1
2019-07-17 00:51:00,1
2019-07-17 00:55:00,1
2019-07-17 00:59:00,1
2019-07-17 01:03:00,2
2019-07-17 01:07:00,2
2019-07-17 01:11:00,1
2019-07-17 01:57:00,1
2019-07-17 01:58:00,2
2019-07-17 02:02:00,1
2019-07-17 02:09:00,1
2019-07-17 02:11:00,1
2019-07-17 08:46:00,6
2019-07-17 08:47:00,5
2019-07-17 09:22:00,4
2019-07-17 09:25:00,2
