14,SELECT count(haloid)
2019-07-17 09:41:00,1
2019-07-17 09:42:00,2
2019-07-17 09:43:00,4
2019-07-17 09:49:00,1
2019-07-17 09:50:00,1
2019-07-17 09:55:00,3
2019-07-17 09:56:00,2
