93,"SELECT p.ra,p.dec,p.raErr,p.decErr,p.objId,p.run,p.rerun,p.camcol,p.field,dbo.fPhotoModeN(mode) as mode,nChild,dbo.fPhotoTypeN(p.type) as type,clean,flags,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,modelMagErr_u,modelMagErr_g,modelMagErr_r,modelMagErr_i,modelMagErr_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,mjd,distance FROM PhotoObj as p JOIN dbo.fGetNearbyObjEq(#,#,#) AS R ON P.objID=R.objID ORDER BY distance"
2019-07-17 02:43:00,1
2019-07-17 03:09:00,1
2019-07-17 03:27:00,1
2019-07-17 03:31:00,1
2019-07-17 03:34:00,2
2019-07-17 03:44:00,1
2019-07-17 03:47:00,1
2019-07-17 03:58:00,1
2019-07-17 04:00:00,1
2019-07-17 04:06:00,1
2019-07-17 04:12:00,1
2019-07-17 04:16:00,1
2019-07-17 04:54:00,1
2019-07-17 06:05:00,2
2019-07-17 06:17:00,1
2019-07-17 07:25:00,1
2019-07-17 07:52:00,1
2019-07-17 07:54:00,1
2019-07-17 08:13:00,1
2019-07-17 08:26:00,1
2019-07-17 08:39:00,1
2019-07-17 09:32:00,1
2019-07-17 09:50:00,1
2019-07-17 10:39:00,1
2019-07-17 10:51:00,1
2019-07-17 10:53:00,1
2019-07-17 11:07:00,1
2019-07-17 11:08:00,1
2019-07-17 11:49:00,1
2019-07-17 12:59:00,1
2019-07-17 13:15:00,1
2019-07-17 13:17:00,1
2019-07-17 13:20:00,1
2019-07-17 13:23:00,1
2019-07-17 13:27:00,1
2019-07-17 13:29:00,1
2019-07-17 13:44:00,1
2019-07-17 13:57:00,1
2019-07-17 14:48:00,1
2019-07-17 14:57:00,1
2019-07-17 15:03:00,1
2019-07-17 15:10:00,1
2019-07-17 15:20:00,1
2019-07-17 15:28:00,1
2019-07-17 15:30:00,1
2019-07-17 15:44:00,1
2019-07-17 15:45:00,1
2019-07-17 16:10:00,1
2019-07-17 16:34:00,1
2019-07-17 16:45:00,1
2019-07-17 17:30:00,1
2019-07-17 17:57:00,1
2019-07-17 18:07:00,1
2019-07-17 18:23:00,1
2019-07-17 18:33:00,1
2019-07-17 18:42:00,2
2019-07-17 18:56:00,1
2019-07-17 19:00:00,1
2019-07-17 19:04:00,1
2019-07-17 19:06:00,1
2019-07-17 19:14:00,1
2019-07-17 19:17:00,1
2019-07-17 19:18:00,2
2019-07-17 19:20:00,2
2019-07-17 19:21:00,1
2019-07-17 19:23:00,1
2019-07-17 19:37:00,1
2019-07-17 19:38:00,1
2019-07-17 19:48:00,2
2019-07-17 19:57:00,1
2019-07-17 20:38:00,2
2019-07-17 20:40:00,1
2019-07-17 20:41:00,1
2019-07-17 20:52:00,1
2019-07-17 21:19:00,3
2019-07-17 21:21:00,1
2019-07-17 21:24:00,1
2019-07-17 21:27:00,1
2019-07-17 21:30:00,1
2019-07-17 21:45:00,1
2019-07-17 21:58:00,1
2019-07-17 22:03:00,1
2019-07-17 22:55:00,1
2019-07-17 22:56:00,1
