3,"SELECT sm.logMass, sm.specObjID, sm.z, sm.ra, sm.dec, sm.ssfr FROM stellarMassFSPSGranEarlyDust AS sm WHERE sm.logMass between # and #     and sm.ssfr between # and #     and z between # and #"
2019-07-17 08:23:00,1
2019-07-17 08:25:00,1
2019-07-17 08:29:00,1
