51,select * from galSpecInfo where specObjId=#
2019-07-17 00:28:00,1
2019-07-17 03:08:00,1
2019-07-17 05:30:00,1
2019-07-17 05:38:00,1
2019-07-17 07:00:00,1
2019-07-17 07:19:00,1
2019-07-17 09:43:00,1
2019-07-17 10:27:00,1
2019-07-17 10:39:00,1
2019-07-17 12:34:00,1
2019-07-17 13:23:00,1
2019-07-17 13:25:00,1
2019-07-17 13:28:00,1
2019-07-17 13:30:00,1
2019-07-17 13:33:00,1
2019-07-17 13:36:00,1
2019-07-17 14:01:00,1
2019-07-17 14:06:00,1
2019-07-17 14:09:00,1
2019-07-17 14:12:00,1
2019-07-17 14:15:00,1
2019-07-17 14:17:00,1
2019-07-17 14:20:00,2
2019-07-17 14:22:00,1
2019-07-17 14:24:00,1
2019-07-17 14:26:00,2
2019-07-17 14:31:00,1
2019-07-17 14:33:00,1
2019-07-17 14:35:00,1
2019-07-17 14:37:00,1
2019-07-17 14:40:00,1
2019-07-17 14:42:00,1
2019-07-17 14:44:00,1
2019-07-17 14:47:00,1
2019-07-17 14:49:00,1
2019-07-17 14:52:00,1
2019-07-17 14:55:00,1
2019-07-17 15:02:00,1
2019-07-17 15:04:00,1
2019-07-17 15:11:00,1
2019-07-17 17:36:00,1
2019-07-17 17:37:00,1
2019-07-17 18:14:00,1
2019-07-17 19:48:00,1
2019-07-17 20:01:00,1
2019-07-17 20:47:00,1
2019-07-17 21:13:00,1
2019-07-17 22:59:00,1
2019-07-17 23:17:00,1
