14,"SELECT * FROM dbo.fFootprintEq(#,#,#)"
2019-07-17 19:34:00,1
2019-07-17 19:35:00,8
2019-07-17 19:36:00,3
2019-07-17 19:38:00,1
2019-07-17 19:39:00,1
