125,"SELECT p.ra,p.dec,   p.psfmag_g,p.psfMagErr_g,   p.psfmag_r,p.psfMagErr_r,   p.psfmag_i,p.psfMagErr_i,   p.psfmag_z,p.psfMagErr_z,   f.mjd_r,f.mjd_g,f.mjd_i,f.mjd_z   FROM PhotoObjAll p   JOIN field as f on p.fieldid = f.fieldid   WHERE ra between # and #   and dec between # and #   and p.parentID = #   order by f.mjd_r"
2019-07-17 00:00:00,5
2019-07-17 00:01:00,5
2019-07-17 00:02:00,4
2019-07-17 00:03:00,3
2019-07-17 00:10:00,1
2019-07-17 00:19:00,3
2019-07-17 00:21:00,1
2019-07-17 00:22:00,1
2019-07-17 00:23:00,1
2019-07-17 00:24:00,1
2019-07-17 00:28:00,1
2019-07-17 00:29:00,1
2019-07-17 00:30:00,1
2019-07-17 00:31:00,1
2019-07-17 00:32:00,1
2019-07-17 00:35:00,1
2019-07-17 00:44:00,2
2019-07-17 00:45:00,1
2019-07-17 00:47:00,3
2019-07-17 00:48:00,4
2019-07-17 00:49:00,3
2019-07-17 00:50:00,4
2019-07-17 00:51:00,5
2019-07-17 00:52:00,4
2019-07-17 00:53:00,3
2019-07-17 00:54:00,4
2019-07-17 00:55:00,4
2019-07-17 00:56:00,5
2019-07-17 00:57:00,5
2019-07-17 00:58:00,4
2019-07-17 00:59:00,5
2019-07-17 01:00:00,3
2019-07-17 01:01:00,5
2019-07-17 01:02:00,5
2019-07-17 01:03:00,4
2019-07-17 01:04:00,6
2019-07-17 01:05:00,6
2019-07-17 01:06:00,4
2019-07-17 01:07:00,4
2019-07-17 01:08:00,1
