60,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-07-17 02:02:00,1
2019-07-17 02:54:00,1
2019-07-17 03:45:00,1
2019-07-17 05:34:00,1
2019-07-17 05:41:00,1
2019-07-17 06:01:00,6
2019-07-17 06:02:00,4
2019-07-17 10:24:00,1
2019-07-17 10:39:00,1
2019-07-17 11:14:00,1
2019-07-17 12:31:00,1
2019-07-17 12:53:00,1
2019-07-17 14:19:00,1
2019-07-17 14:25:00,9
2019-07-17 14:26:00,9
2019-07-17 14:27:00,2
2019-07-17 15:42:00,1
2019-07-17 15:46:00,1
2019-07-17 15:49:00,1
2019-07-17 20:12:00,12
2019-07-17 21:48:00,1
2019-07-17 22:00:00,1
2019-07-17 22:41:00,1
2019-07-17 22:57:00,1
