1132,"SELECT ra, dec, petroMag_g, petroMagErr_g, petroMag_r, petroMagErr_r, petroMag_i, petroMagErr_i FROM star WHERE (ra between # and #) and (dec between # and #) and (petroMag_g < #) and (petroMag_g>#)"
2019-07-17 00:00:00,1
2019-07-17 00:01:00,2
2019-07-17 00:02:00,1
2019-07-17 00:03:00,1
2019-07-17 00:04:00,2
2019-07-17 00:05:00,1
2019-07-17 00:06:00,1
2019-07-17 00:07:00,1
2019-07-17 00:08:00,2
2019-07-17 00:09:00,2
2019-07-17 00:11:00,1
2019-07-17 00:12:00,2
2019-07-17 00:13:00,1
2019-07-17 00:14:00,1
2019-07-17 00:15:00,1
2019-07-17 00:16:00,1
2019-07-17 00:17:00,1
2019-07-17 00:18:00,1
2019-07-17 00:19:00,1
2019-07-17 00:20:00,1
2019-07-17 00:21:00,2
2019-07-17 00:22:00,1
2019-07-17 00:23:00,1
2019-07-17 00:24:00,1
2019-07-17 00:25:00,1
2019-07-17 00:26:00,1
2019-07-17 00:27:00,2
2019-07-17 00:28:00,2
2019-07-17 00:29:00,2
2019-07-17 00:30:00,2
2019-07-17 00:31:00,2
2019-07-17 00:33:00,1
2019-07-17 00:34:00,2
2019-07-17 00:35:00,2
2019-07-17 00:36:00,1
2019-07-17 00:38:00,1
2019-07-17 00:39:00,1
2019-07-17 00:41:00,1
2019-07-17 00:43:00,1
2019-07-17 00:44:00,1
2019-07-17 00:46:00,1
2019-07-17 00:48:00,1
2019-07-17 00:50:00,1
2019-07-17 00:51:00,1
2019-07-17 00:53:00,1
2019-07-17 00:54:00,1
2019-07-17 00:55:00,2
2019-07-17 00:57:00,1
2019-07-17 00:58:00,2
2019-07-17 00:59:00,1
2019-07-17 01:00:00,1
2019-07-17 01:01:00,2
2019-07-17 01:02:00,2
2019-07-17 01:03:00,1
2019-07-17 01:04:00,2
2019-07-17 01:05:00,2
2019-07-17 01:06:00,1
2019-07-17 01:07:00,2
2019-07-17 01:08:00,2
2019-07-17 01:09:00,1
2019-07-17 01:10:00,2
2019-07-17 01:11:00,1
2019-07-17 01:12:00,2
2019-07-17 01:13:00,1
2019-07-17 01:14:00,1
2019-07-17 01:15:00,1
2019-07-17 01:16:00,2
2019-07-17 01:17:00,2
2019-07-17 01:18:00,1
2019-07-17 01:19:00,1
2019-07-17 01:20:00,2
2019-07-17 01:21:00,1
2019-07-17 01:22:00,1
2019-07-17 01:23:00,1
2019-07-17 01:24:00,2
2019-07-17 01:25:00,1
2019-07-17 01:26:00,1
2019-07-17 01:27:00,2
2019-07-17 01:28:00,1
2019-07-17 01:29:00,1
2019-07-17 01:30:00,2
2019-07-17 01:31:00,1
2019-07-17 01:32:00,2
2019-07-17 01:33:00,1
2019-07-17 01:34:00,1
2019-07-17 01:35:00,2
2019-07-17 01:36:00,1
2019-07-17 01:37:00,2
2019-07-17 01:38:00,2
2019-07-17 01:39:00,1
2019-07-17 01:40:00,1
