46,select * from ELRedshift where specObjId=#
2019-06-18 01:44:00,1
2019-06-18 04:59:00,1
2019-06-18 10:23:00,1
2019-06-18 15:21:00,1
2019-06-18 16:43:00,1
2019-06-18 18:14:00,1
2019-06-18 18:24:00,1
2019-06-18 18:47:00,1
2019-06-18 19:01:00,1
2019-06-18 19:50:00,2
2019-06-18 19:51:00,3
2019-06-18 19:52:00,3
2019-06-18 19:53:00,3
2019-06-18 19:54:00,2
2019-06-18 19:55:00,2
2019-06-18 19:56:00,3
2019-06-18 19:57:00,3
2019-06-18 19:58:00,3
2019-06-18 19:59:00,3
2019-06-18 20:44:00,1
2019-06-18 20:45:00,7
2019-06-18 22:38:00,1
2019-06-18 23:53:00,1
