1198,"SELECT DISTINCT TOP # p.run, p.rerun, p.camcol, max(p.field) as &&&, max(p.ra) as &&&, max(p.dec) as &&& FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) GROUP BY p.run, p.rerun, p.camcol"
2019-06-18 11:20:00,2
2019-06-18 11:21:00,3
2019-06-18 11:26:00,21
2019-06-18 11:27:00,9
2019-06-18 11:28:00,8
2019-06-18 11:29:00,5
2019-06-18 11:30:00,5
2019-06-18 11:31:00,4
2019-06-18 11:32:00,18
2019-06-18 11:33:00,24
2019-06-18 11:34:00,8
2019-06-18 11:35:00,10
2019-06-18 11:36:00,40
2019-06-18 11:37:00,8
2019-06-18 11:38:00,19
2019-06-18 11:39:00,9
2019-06-18 11:40:00,9
2019-06-18 11:41:00,8
2019-06-18 11:42:00,8
2019-06-18 11:43:00,16
2019-06-18 11:44:00,12
2019-06-18 11:45:00,9
2019-06-18 11:46:00,8
2019-06-18 11:47:00,9
2019-06-18 11:48:00,11
2019-06-18 11:49:00,48
2019-06-18 11:50:00,37
2019-06-18 11:51:00,14
2019-06-18 11:52:00,8
2019-06-18 11:53:00,40
2019-06-18 11:54:00,7
2019-06-18 11:55:00,12
2019-06-18 11:56:00,20
2019-06-18 11:57:00,8
2019-06-18 11:58:00,9
2019-06-18 11:59:00,8
2019-06-18 12:00:00,14
2019-06-18 12:01:00,55
2019-06-18 12:02:00,19
2019-06-18 12:03:00,8
2019-06-18 12:04:00,8
2019-06-18 12:05:00,6
2019-06-18 12:06:00,8
2019-06-18 12:07:00,44
2019-06-18 12:08:00,9
2019-06-18 12:09:00,26
2019-06-18 12:10:00,55
2019-06-18 12:11:00,23
2019-06-18 12:12:00,8
2019-06-18 12:13:00,32
2019-06-18 12:14:00,38
2019-06-18 12:15:00,8
2019-06-18 13:04:00,50
2019-06-18 13:05:00,49
2019-06-18 13:06:00,56
2019-06-18 13:07:00,48
2019-06-18 13:21:00,13
2019-06-18 13:22:00,57
2019-06-18 14:33:00,45
2019-06-18 14:34:00,25
