1364,"SELECT  &&& + cast(p.objId as varchar(#)) + &&& + cast(p.objId as varchar(#)) + &&& as objID,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-06-18 00:02:00,1
2019-06-18 00:04:00,6
2019-06-18 00:06:00,2
2019-06-18 00:12:00,1
2019-06-18 00:14:00,6
2019-06-18 00:16:00,2
2019-06-18 00:22:00,1
2019-06-18 00:24:00,7
2019-06-18 00:26:00,2
2019-06-18 00:32:00,1
2019-06-18 00:34:00,6
2019-06-18 00:36:00,2
2019-06-18 00:42:00,1
2019-06-18 00:44:00,6
2019-06-18 00:46:00,2
2019-06-18 00:52:00,1
2019-06-18 00:54:00,6
2019-06-18 00:56:00,2
2019-06-18 01:02:00,1
2019-06-18 01:04:00,6
2019-06-18 01:06:00,2
2019-06-18 01:12:00,1
2019-06-18 01:14:00,6
2019-06-18 01:16:00,2
2019-06-18 01:22:00,1
2019-06-18 01:24:00,6
2019-06-18 01:26:00,3
2019-06-18 01:28:00,1
2019-06-18 01:32:00,1
2019-06-18 01:34:00,5
2019-06-18 01:36:00,2
2019-06-18 01:38:00,1
2019-06-18 01:42:00,1
2019-06-18 01:44:00,5
2019-06-18 01:46:00,2
2019-06-18 01:48:00,1
2019-06-18 01:52:00,1
2019-06-18 01:54:00,5
2019-06-18 01:56:00,2
2019-06-18 01:58:00,1
2019-06-18 02:02:00,1
2019-06-18 02:04:00,5
2019-06-18 02:06:00,2
2019-06-18 02:08:00,1
2019-06-18 02:12:00,1
2019-06-18 02:14:00,5
2019-06-18 02:16:00,2
2019-06-18 02:18:00,1
2019-06-18 02:22:00,1
2019-06-18 02:24:00,5
2019-06-18 02:26:00,2
2019-06-18 02:28:00,1
2019-06-18 02:32:00,1
2019-06-18 02:34:00,5
2019-06-18 02:36:00,2
2019-06-18 02:38:00,1
2019-06-18 02:42:00,2
2019-06-18 02:44:00,5
2019-06-18 02:46:00,2
2019-06-18 02:48:00,1
2019-06-18 02:52:00,2
2019-06-18 02:54:00,5
2019-06-18 02:56:00,2
2019-06-18 02:58:00,1
2019-06-18 03:02:00,2
2019-06-18 03:04:00,5
2019-06-18 03:06:00,2
2019-06-18 03:08:00,1
2019-06-18 03:12:00,1
2019-06-18 03:14:00,5
2019-06-18 03:16:00,2
2019-06-18 03:18:00,1
2019-06-18 03:22:00,1
2019-06-18 03:24:00,5
2019-06-18 03:26:00,2
2019-06-18 03:28:00,1
2019-06-18 03:32:00,1
2019-06-18 03:34:00,6
2019-06-18 03:36:00,7
2019-06-18 03:38:00,1
2019-06-18 03:40:00,1
2019-06-18 03:42:00,1
2019-06-18 03:44:00,1
2019-06-18 03:46:00,8
2019-06-18 03:48:00,8
2019-06-18 03:52:00,1
2019-06-18 03:58:00,8
2019-06-18 04:02:00,1
2019-06-18 04:08:00,8
2019-06-18 04:12:00,1
2019-06-18 04:18:00,8
2019-06-18 04:22:00,1
2019-06-18 04:28:00,8
2019-06-18 04:32:00,1
2019-06-18 04:38:00,8
2019-06-18 04:42:00,1
2019-06-18 04:48:00,8
2019-06-18 04:52:00,1
2019-06-18 04:58:00,8
2019-06-18 05:02:00,1
2019-06-18 05:08:00,8
2019-06-18 05:12:00,1
2019-06-18 05:18:00,7
2019-06-18 05:19:00,1
2019-06-18 05:22:00,1
2019-06-18 05:28:00,7
2019-06-18 05:29:00,1
2019-06-18 05:32:00,2
2019-06-18 05:38:00,7
2019-06-18 05:39:00,1
2019-06-18 05:43:00,1
2019-06-18 05:48:00,7
2019-06-18 05:49:00,1
2019-06-18 05:53:00,1
2019-06-18 05:58:00,7
