57,"select p.ObjID, p.ra, p.dec, p.u, p.Err_u, p.g, p.Err_g, p.r, p.Err_r, p.i,p.Err_i, p.z, p.Err_z from photoObj p, dbo.fGetNearbyObjEq(#,#,#) n where p.objID = n.objID AND p.type = #"
2019-06-18 00:35:00,1
2019-06-18 00:37:00,1
2019-06-18 00:40:00,1
2019-06-18 00:42:00,1
2019-06-18 00:44:00,1
2019-06-18 00:46:00,1
2019-06-18 00:48:00,1
2019-06-18 00:51:00,1
2019-06-18 00:53:00,1
2019-06-18 00:55:00,1
2019-06-18 00:57:00,1
2019-06-18 01:00:00,1
2019-06-18 01:01:00,1
2019-06-18 01:04:00,1
2019-06-18 01:06:00,1
2019-06-18 01:08:00,1
2019-06-18 02:27:00,1
2019-06-18 02:29:00,1
2019-06-18 02:31:00,1
2019-06-18 02:36:00,1
2019-06-18 02:44:00,1
2019-06-18 02:47:00,1
2019-06-18 04:36:00,1
2019-06-18 04:38:00,1
2019-06-18 04:40:00,1
2019-06-18 04:50:00,1
2019-06-18 04:51:00,1
2019-06-18 04:52:00,1
2019-06-18 04:53:00,1
2019-06-18 05:00:00,1
2019-06-18 05:01:00,1
2019-06-18 05:02:00,1
2019-06-18 05:04:00,1
2019-06-18 05:11:00,2
2019-06-18 05:13:00,1
2019-06-18 05:20:00,1
2019-06-18 05:24:00,1
2019-06-18 05:28:00,1
2019-06-18 06:54:00,1
2019-06-18 06:59:00,1
2019-06-18 23:17:00,1
2019-06-18 23:19:00,1
2019-06-18 23:21:00,1
2019-06-18 23:23:00,1
2019-06-18 23:25:00,1
2019-06-18 23:27:00,1
2019-06-18 23:29:00,1
2019-06-18 23:31:00,1
2019-06-18 23:33:00,1
2019-06-18 23:35:00,1
2019-06-18 23:38:00,1
2019-06-18 23:40:00,1
2019-06-18 23:42:00,1
2019-06-18 23:44:00,1
2019-06-18 23:46:00,1
2019-06-18 23:48:00,1
