999,"SELECT DISTINCT p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE (p.run=# AND p.camcol=# AND p.field=# AND p.rerun=#)"
2019-06-18 09:30:00,1
2019-06-18 10:00:00,4
2019-06-18 10:01:00,4
2019-06-18 10:02:00,4
2019-06-18 10:03:00,4
2019-06-18 10:04:00,4
2019-06-18 10:05:00,3
2019-06-18 10:06:00,4
2019-06-18 10:08:00,1
2019-06-18 10:09:00,4
2019-06-18 10:10:00,4
2019-06-18 10:11:00,3
2019-06-18 10:12:00,4
2019-06-18 10:13:00,4
2019-06-18 10:14:00,4
2019-06-18 10:15:00,4
2019-06-18 10:16:00,4
2019-06-18 10:17:00,4
2019-06-18 10:18:00,4
2019-06-18 10:19:00,4
2019-06-18 10:20:00,4
2019-06-18 10:21:00,4
2019-06-18 10:22:00,4
2019-06-18 10:23:00,3
2019-06-18 10:24:00,4
2019-06-18 10:25:00,4
2019-06-18 10:26:00,4
2019-06-18 10:27:00,3
2019-06-18 10:28:00,5
2019-06-18 10:29:00,4
2019-06-18 10:30:00,4
2019-06-18 10:31:00,4
2019-06-18 10:32:00,5
2019-06-18 10:33:00,3
2019-06-18 10:34:00,4
2019-06-18 10:35:00,4
2019-06-18 10:36:00,4
2019-06-18 10:37:00,5
2019-06-18 10:38:00,4
2019-06-18 10:39:00,4
2019-06-18 10:40:00,4
2019-06-18 10:41:00,4
2019-06-18 10:42:00,4
2019-06-18 10:43:00,4
2019-06-18 10:44:00,4
2019-06-18 10:45:00,4
2019-06-18 10:46:00,4
2019-06-18 10:47:00,3
2019-06-18 10:48:00,4
2019-06-18 10:49:00,5
2019-06-18 10:50:00,3
2019-06-18 10:51:00,4
2019-06-18 10:52:00,4
2019-06-18 10:53:00,4
2019-06-18 10:54:00,3
2019-06-18 10:55:00,4
2019-06-18 10:56:00,4
2019-06-18 10:57:00,4
2019-06-18 10:58:00,5
2019-06-18 10:59:00,3
2019-06-18 11:00:00,4
2019-06-18 11:01:00,4
2019-06-18 11:02:00,4
2019-06-18 11:03:00,4
2019-06-18 11:04:00,4
2019-06-18 11:05:00,3
2019-06-18 11:06:00,5
2019-06-18 11:07:00,4
2019-06-18 11:08:00,3
2019-06-18 11:09:00,4
2019-06-18 11:10:00,4
2019-06-18 11:11:00,4
2019-06-18 11:12:00,4
2019-06-18 11:13:00,4
2019-06-18 11:14:00,4
2019-06-18 11:15:00,5
2019-06-18 11:16:00,4
2019-06-18 11:17:00,4
2019-06-18 11:18:00,4
2019-06-18 11:19:00,4
2019-06-18 11:20:00,5
2019-06-18 11:21:00,4
2019-06-18 11:22:00,5
2019-06-18 11:23:00,3
2019-06-18 11:24:00,5
2019-06-18 11:25:00,3
2019-06-18 11:26:00,4
