190,select * from Frame where fieldId=#
2019-06-18 00:31:00,1
2019-06-18 00:55:00,1
2019-06-18 01:14:00,1
2019-06-18 01:27:00,1
2019-06-18 01:58:00,2
2019-06-18 01:59:00,1
2019-06-18 02:00:00,1
2019-06-18 03:35:00,1
2019-06-18 03:37:00,3
2019-06-18 05:00:00,1
2019-06-18 05:53:00,1
2019-06-18 07:13:00,1
2019-06-18 07:23:00,21
2019-06-18 07:24:00,35
2019-06-18 07:25:00,34
2019-06-18 07:54:00,1
2019-06-18 08:13:00,1
2019-06-18 08:32:00,1
2019-06-18 08:39:00,1
2019-06-18 08:53:00,1
2019-06-18 09:49:00,1
2019-06-18 10:29:00,1
2019-06-18 11:09:00,1
2019-06-18 11:16:00,1
2019-06-18 13:04:00,1
2019-06-18 13:48:00,1
2019-06-18 13:58:00,1
2019-06-18 14:52:00,1
2019-06-18 14:56:00,1
2019-06-18 15:14:00,1
2019-06-18 15:15:00,1
2019-06-18 16:09:00,1
2019-06-18 16:11:00,6
2019-06-18 16:43:00,1
2019-06-18 17:20:00,1
2019-06-18 17:43:00,1
2019-06-18 19:27:00,1
2019-06-18 19:58:00,1
2019-06-18 20:20:00,1
2019-06-18 20:21:00,4
2019-06-18 20:22:00,4
2019-06-18 20:23:00,3
2019-06-18 20:24:00,4
2019-06-18 20:25:00,7
2019-06-18 20:26:00,4
2019-06-18 20:27:00,5
2019-06-18 20:28:00,5
2019-06-18 20:29:00,7
2019-06-18 20:30:00,6
2019-06-18 20:31:00,1
2019-06-18 20:37:00,1
2019-06-18 21:03:00,1
2019-06-18 21:14:00,1
2019-06-18 22:28:00,1
2019-06-18 23:20:00,1
2019-06-18 23:54:00,1
