120,"select p.run, p.camcol, p.field from STAR as p   inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-11-13 00:00:00,2
2019-11-13 00:05:00,2
2019-11-13 00:09:00,2
2019-11-13 00:14:00,2
2019-11-13 00:45:00,2
2019-11-13 00:49:00,2
2019-11-13 00:54:00,2
2019-11-13 00:59:00,2
2019-11-13 01:31:00,2
2019-11-13 01:35:00,2
2019-11-13 01:39:00,2
2019-11-13 01:44:00,2
2019-11-13 02:16:00,2
2019-11-13 02:20:00,2
2019-11-13 02:24:00,2
2019-11-13 02:29:00,2
2019-11-13 03:02:00,2
2019-11-13 03:06:00,2
2019-11-13 03:10:00,2
2019-11-13 03:15:00,2
2019-11-13 03:48:00,2
2019-11-13 03:52:00,2
2019-11-13 03:56:00,2
2019-11-13 04:01:00,2
2019-11-13 04:33:00,2
2019-11-13 04:37:00,2
2019-11-13 04:41:00,2
2019-11-13 04:46:00,2
2019-11-13 05:17:00,2
2019-11-13 05:21:00,2
2019-11-13 05:25:00,2
2019-11-13 05:29:00,2
2019-11-13 06:01:00,2
2019-11-13 06:05:00,2
2019-11-13 06:10:00,2
2019-11-13 06:15:00,2
2019-11-13 06:48:00,2
2019-11-13 06:52:00,2
2019-11-13 06:57:00,2
2019-11-13 07:02:00,2
2019-11-13 07:35:00,2
2019-11-13 07:39:00,2
2019-11-13 07:43:00,2
2019-11-13 07:48:00,2
2019-11-13 08:20:00,2
2019-11-13 08:24:00,2
2019-11-13 08:28:00,2
2019-11-13 08:32:00,2
2019-11-13 09:04:00,2
2019-11-13 09:07:00,2
2019-11-13 09:11:00,2
2019-11-13 09:16:00,2
2019-11-13 09:45:00,2
2019-11-13 09:47:00,2
2019-11-13 09:49:00,2
2019-11-13 09:52:00,2
2019-11-13 11:09:00,2
2019-11-13 11:13:00,2
2019-11-13 12:25:00,2
2019-11-13 16:36:00,2
