179,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-11-13 06:20:00,9
2019-11-13 07:40:00,25
2019-11-13 09:25:00,26
2019-11-13 09:26:00,24
2019-11-13 09:30:00,1
2019-11-13 09:31:00,28
2019-11-13 09:32:00,4
2019-11-13 09:40:00,2
2019-11-13 12:20:00,5
2019-11-13 12:30:00,12
2019-11-13 12:50:00,2
2019-11-13 15:05:00,1
2019-11-13 15:20:00,1
2019-11-13 15:30:00,6
2019-11-13 15:40:00,22
2019-11-13 18:05:00,1
2019-11-13 18:15:00,1
2019-11-13 21:35:00,9
