40,"select yy, mm, dd, hh, mi, ss,  logID, clientIP, requestor, server, dbname, access,  elapsed, busy, rows, statement, error, errorMessage, isvisible  into sqllogall2#_#_#h_to_#_#h  from sqllogall  where yy = #   and mm between # and #   and dd between # and #   and hh between # and #"
2019-11-13 10:43:00,1
2019-11-13 11:11:00,1
2019-11-13 11:17:00,1
2019-11-13 11:46:00,1
2019-11-13 11:51:00,1
2019-11-13 12:04:00,1
2019-11-13 12:18:00,1
2019-11-13 12:36:00,1
2019-11-13 12:38:00,1
2019-11-13 12:39:00,1
2019-11-13 12:44:00,1
2019-11-13 12:49:00,1
2019-11-13 12:53:00,1
2019-11-13 12:57:00,1
2019-11-13 13:06:00,1
2019-11-13 13:20:00,1
2019-11-13 13:30:00,1
2019-11-13 13:35:00,1
2019-11-13 13:43:00,1
2019-11-13 13:51:00,1
2019-11-13 13:56:00,1
2019-11-13 13:59:00,1
2019-11-13 14:04:00,1
2019-11-13 15:05:00,1
2019-11-13 15:27:00,1
2019-11-13 15:31:00,1
2019-11-13 15:39:00,1
2019-11-13 15:53:00,1
2019-11-13 16:01:00,1
2019-11-13 16:06:00,1
2019-11-13 16:11:00,1
2019-11-13 16:13:00,1
2019-11-13 16:17:00,1
2019-11-13 16:22:00,1
2019-11-13 16:25:00,1
2019-11-13 16:33:00,1
2019-11-13 16:43:00,1
2019-11-13 16:49:00,1
2019-11-13 16:54:00,1
2019-11-13 17:01:00,1
