5198,"SELECT  top #   p.objID, p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-11-13 00:00:00,2
2019-11-13 00:02:00,5
2019-11-13 00:03:00,4
2019-11-13 00:04:00,3
2019-11-13 00:05:00,2
2019-11-13 00:06:00,9
2019-11-13 00:09:00,12
2019-11-13 00:10:00,2
2019-11-13 00:12:00,4
2019-11-13 00:13:00,5
2019-11-13 00:14:00,2
2019-11-13 00:15:00,2
2019-11-13 00:16:00,9
2019-11-13 00:19:00,14
2019-11-13 00:20:00,2
2019-11-13 00:22:00,2
2019-11-13 00:23:00,7
2019-11-13 00:24:00,2
2019-11-13 00:25:00,2
2019-11-13 00:26:00,9
2019-11-13 00:29:00,12
2019-11-13 00:30:00,2
2019-11-13 00:32:00,2
2019-11-13 00:33:00,7
2019-11-13 00:34:00,2
2019-11-13 00:35:00,2
2019-11-13 00:36:00,9
2019-11-13 00:39:00,12
2019-11-13 00:40:00,2
2019-11-13 00:42:00,2
2019-11-13 00:43:00,7
2019-11-13 00:44:00,3
2019-11-13 00:45:00,2
2019-11-13 00:46:00,9
2019-11-13 00:49:00,12
2019-11-13 00:50:00,2
2019-11-13 00:52:00,2
2019-11-13 00:53:00,7
2019-11-13 00:54:00,2
2019-11-13 00:55:00,2
2019-11-13 00:56:00,9
2019-11-13 00:59:00,12
2019-11-13 01:00:00,2
2019-11-13 01:02:00,2
2019-11-13 01:03:00,7
2019-11-13 01:04:00,3
2019-11-13 01:05:00,2
2019-11-13 01:06:00,9
2019-11-13 01:09:00,12
2019-11-13 01:10:00,2
2019-11-13 01:12:00,2
2019-11-13 01:13:00,7
2019-11-13 01:14:00,3
2019-11-13 01:15:00,2
2019-11-13 01:16:00,9
2019-11-13 01:19:00,12
2019-11-13 01:20:00,2
2019-11-13 01:22:00,2
2019-11-13 01:23:00,7
2019-11-13 01:24:00,3
2019-11-13 01:25:00,2
2019-11-13 01:26:00,9
2019-11-13 01:29:00,12
2019-11-13 01:30:00,2
2019-11-13 01:32:00,2
2019-11-13 01:33:00,7
2019-11-13 01:34:00,2
2019-11-13 01:35:00,2
2019-11-13 01:36:00,9
2019-11-13 01:39:00,12
2019-11-13 01:40:00,2
2019-11-13 01:42:00,2
2019-11-13 01:43:00,7
2019-11-13 01:44:00,3
2019-11-13 01:45:00,2
2019-11-13 01:46:00,9
2019-11-13 01:49:00,12
2019-11-13 01:50:00,2
2019-11-13 01:52:00,2
2019-11-13 01:53:00,7
2019-11-13 01:54:00,2
2019-11-13 01:55:00,2
2019-11-13 01:56:00,9
2019-11-13 01:59:00,12
2019-11-13 02:00:00,2
2019-11-13 02:02:00,2
2019-11-13 02:03:00,7
2019-11-13 02:04:00,2
2019-11-13 02:05:00,2
