492,"select [indexMapID],[code],[type],[tableName],[fieldList],[foreignKey] from IndexMap  where tableName=&&& order by [indexMapId]"
2019-11-13 03:01:00,18
2019-11-13 03:12:00,42
2019-11-13 03:51:00,3
2019-11-13 05:23:00,1
2019-11-13 05:24:00,3
2019-11-13 05:43:00,1
2019-11-13 07:43:00,2
2019-11-13 08:14:00,18
2019-11-13 08:48:00,42
2019-11-13 11:36:00,42
2019-11-13 12:18:00,42
2019-11-13 13:09:00,2
2019-11-13 13:12:00,3
2019-11-13 16:09:00,42
2019-11-13 16:12:00,18
2019-11-13 16:38:00,42
2019-11-13 17:45:00,18
2019-11-13 18:06:00,3
2019-11-13 18:08:00,18
2019-11-13 19:36:00,42
2019-11-13 21:36:00,3
2019-11-13 21:37:00,3
2019-11-13 21:48:00,42
2019-11-13 22:22:00,42
