613,"select [indexMapID],[code],[type],[tableName],[fieldList],[foreignKey] from IndexMap  where tableName=&&& order by [indexMapId]"
2019-06-03 00:08:00,42
2019-06-03 00:33:00,1
2019-06-03 00:35:00,42
2019-06-03 02:50:00,18
2019-06-03 03:25:00,42
2019-06-03 03:56:00,18
2019-06-03 04:02:00,42
2019-06-03 04:11:00,42
2019-06-03 05:05:00,42
2019-06-03 07:50:00,18
2019-06-03 08:14:00,42
2019-06-03 11:19:00,18
2019-06-03 17:17:00,42
2019-06-03 18:21:00,36
2019-06-03 19:10:00,42
2019-06-03 19:12:00,42
2019-06-03 19:31:00,42
2019-06-03 21:52:00,42
