12,"SELECT   ra, dec,   u, g, r, i, z,   err_u, err_g, err_r,err_i, err_z into mydb.MyTable from PhotoPrimary                          WHERE ( i > # )    and ( i < # )    and ( ra >= # )   and ( ra < # )"
2019-06-03 03:55:00,1
2019-06-03 04:01:00,1
2019-06-03 04:08:00,1
2019-06-03 04:21:00,1
2019-06-03 04:29:00,1
2019-06-03 04:35:00,1
2019-06-03 04:55:00,1
2019-06-03 05:01:00,1
2019-06-03 05:06:00,1
2019-06-03 05:07:00,1
2019-06-03 05:09:00,1
2019-06-03 05:14:00,1
