116,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-06-03 04:36:00,1
2019-06-03 04:50:00,1
2019-06-03 05:14:00,2
2019-06-03 05:41:00,2
2019-06-03 06:36:00,2
2019-06-03 06:47:00,2
2019-06-03 06:49:00,1
2019-06-03 06:50:00,5
2019-06-03 06:51:00,1
2019-06-03 06:58:00,4
2019-06-03 07:29:00,2
2019-06-03 07:30:00,2
2019-06-03 07:38:00,1
2019-06-03 09:12:00,9
2019-06-03 09:15:00,9
2019-06-03 09:18:00,9
2019-06-03 09:24:00,8
2019-06-03 09:25:00,1
2019-06-03 10:46:00,1
2019-06-03 11:17:00,1
2019-06-03 11:45:00,1
2019-06-03 11:51:00,1
2019-06-03 12:44:00,1
2019-06-03 13:14:00,9
2019-06-03 13:16:00,9
2019-06-03 13:44:00,1
2019-06-03 14:39:00,1
2019-06-03 14:44:00,1
2019-06-03 14:51:00,9
2019-06-03 15:35:00,1
2019-06-03 15:44:00,1
2019-06-03 16:02:00,5
2019-06-03 16:03:00,1
2019-06-03 16:04:00,5
2019-06-03 16:05:00,1
2019-06-03 16:44:00,1
2019-06-03 17:44:00,1
2019-06-03 18:45:00,1
2019-06-03 19:38:00,1
2019-06-03 19:44:00,1
