72,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-06-03 06:30:00,8
2019-06-03 08:35:00,3
2019-06-03 09:05:00,4
2019-06-03 09:25:00,18
2019-06-03 09:35:00,4
2019-06-03 10:30:00,5
2019-06-03 11:30:00,1
2019-06-03 11:35:00,1
2019-06-03 12:05:00,1
2019-06-03 12:25:00,9
2019-06-03 13:05:00,3
2019-06-03 13:30:00,6
2019-06-03 14:25:00,2
2019-06-03 14:31:00,1
2019-06-03 15:35:00,1
2019-06-03 18:35:00,1
2019-06-03 20:05:00,1
2019-06-03 21:05:00,1
2019-06-03 22:30:00,2
