160,select * from dbo.fDocColumns(&&&)
2019-06-03 00:50:00,4
2019-06-03 01:03:00,4
2019-06-03 01:06:00,4
2019-06-03 01:10:00,2
2019-06-03 02:01:00,2
2019-06-03 02:14:00,2
2019-06-03 02:17:00,1
2019-06-03 02:18:00,1
2019-06-03 02:22:00,1
2019-06-03 02:58:00,1
2019-06-03 05:29:00,4
2019-06-03 05:44:00,2
2019-06-03 05:45:00,2
2019-06-03 05:54:00,1
2019-06-03 05:59:00,2
2019-06-03 06:00:00,1
2019-06-03 06:11:00,1
2019-06-03 06:16:00,1
2019-06-03 06:20:00,1
2019-06-03 06:37:00,1
2019-06-03 06:44:00,1
2019-06-03 07:02:00,1
2019-06-03 07:03:00,1
2019-06-03 07:11:00,1
2019-06-03 07:12:00,1
2019-06-03 07:18:00,1
2019-06-03 07:51:00,2
2019-06-03 07:58:00,1
2019-06-03 08:07:00,1
2019-06-03 08:12:00,1
2019-06-03 08:21:00,1
2019-06-03 08:47:00,1
2019-06-03 08:49:00,1
2019-06-03 08:50:00,1
2019-06-03 09:11:00,1
2019-06-03 09:12:00,2
2019-06-03 09:56:00,2
2019-06-03 09:57:00,3
2019-06-03 09:59:00,1
2019-06-03 10:01:00,1
2019-06-03 10:24:00,1
2019-06-03 10:48:00,1
2019-06-03 11:37:00,1
2019-06-03 12:59:00,2
2019-06-03 13:01:00,1
2019-06-03 13:31:00,1
2019-06-03 13:35:00,1
2019-06-03 13:44:00,1
2019-06-03 14:21:00,1
2019-06-03 14:27:00,1
2019-06-03 14:28:00,1
2019-06-03 14:43:00,1
2019-06-03 14:46:00,1
2019-06-03 14:55:00,2
2019-06-03 14:57:00,3
2019-06-03 15:04:00,2
2019-06-03 15:29:00,1
2019-06-03 15:46:00,1
2019-06-03 16:14:00,2
2019-06-03 16:30:00,1
2019-06-03 16:34:00,2
2019-06-03 17:07:00,1
2019-06-03 17:23:00,1
2019-06-03 17:25:00,1
2019-06-03 17:37:00,1
2019-06-03 18:01:00,1
2019-06-03 18:06:00,1
2019-06-03 18:22:00,1
2019-06-03 18:30:00,1
2019-06-03 18:58:00,1
2019-06-03 19:00:00,2
2019-06-03 19:01:00,1
2019-06-03 19:06:00,1
2019-06-03 19:10:00,1
2019-06-03 19:14:00,1
2019-06-03 19:15:00,1
2019-06-03 19:16:00,1
2019-06-03 19:17:00,1
2019-06-03 19:31:00,1
2019-06-03 19:48:00,1
2019-06-03 19:49:00,1
2019-06-03 19:54:00,1
2019-06-03 19:55:00,3
2019-06-03 19:56:00,1
2019-06-03 20:01:00,1
2019-06-03 20:02:00,2
2019-06-03 20:03:00,1
2019-06-03 20:11:00,1
2019-06-03 20:16:00,1
2019-06-03 20:17:00,3
2019-06-03 20:27:00,1
2019-06-03 20:32:00,3
2019-06-03 20:37:00,1
2019-06-03 20:42:00,1
2019-06-03 20:44:00,1
2019-06-03 20:51:00,1
2019-06-03 20:58:00,1
2019-06-03 21:00:00,1
2019-06-03 21:01:00,1
2019-06-03 21:02:00,1
2019-06-03 21:17:00,1
2019-06-03 21:23:00,1
2019-06-03 21:29:00,1
2019-06-03 21:39:00,1
2019-06-03 21:41:00,1
2019-06-03 21:46:00,1
2019-06-03 21:54:00,1
2019-06-03 22:00:00,1
2019-06-03 22:01:00,1
2019-06-03 22:03:00,1
2019-06-03 22:22:00,1
2019-06-03 22:24:00,1
2019-06-03 22:28:00,1
2019-06-03 22:34:00,1
2019-06-03 22:49:00,1
2019-06-03 23:09:00,1
2019-06-03 23:15:00,1
2019-06-03 23:47:00,4
2019-06-03 23:56:00,1
