6,"select  ra, dec, w1mag, w1sigmag,w2mag,w2sigmag,w3mag,w3sigmag,w4mag,w4sigmag from  WISE_allsky where    ra BETWEEN # and # AND   dec BETWEEN # and #"
2019-06-03 07:26:00,2
2019-06-03 07:29:00,1
2019-06-03 07:30:00,1
2019-06-03 07:31:00,2
