54,select * from PhotozRF where objid=#
2019-06-03 00:29:00,1
2019-06-03 00:38:00,1
2019-06-03 00:57:00,1
2019-06-03 01:24:00,1
2019-06-03 01:32:00,1
2019-06-03 01:41:00,1
2019-06-03 02:36:00,1
2019-06-03 02:40:00,1
2019-06-03 02:46:00,1
2019-06-03 03:40:00,1
2019-06-03 03:44:00,1
2019-06-03 04:02:00,1
2019-06-03 05:02:00,1
2019-06-03 05:24:00,1
2019-06-03 05:26:00,1
2019-06-03 06:45:00,1
2019-06-03 07:19:00,1
2019-06-03 07:27:00,1
2019-06-03 07:56:00,1
2019-06-03 08:09:00,1
2019-06-03 08:35:00,1
2019-06-03 08:52:00,1
2019-06-03 09:00:00,1
2019-06-03 09:08:00,1
2019-06-03 09:24:00,1
2019-06-03 09:35:00,1
2019-06-03 09:43:00,1
2019-06-03 09:54:00,1
2019-06-03 10:46:00,1
2019-06-03 11:40:00,1
2019-06-03 11:48:00,1
2019-06-03 12:17:00,1
2019-06-03 12:27:00,1
2019-06-03 12:36:00,1
2019-06-03 12:37:00,1
2019-06-03 12:50:00,1
2019-06-03 12:52:00,1
2019-06-03 13:24:00,1
2019-06-03 14:28:00,1
2019-06-03 14:36:00,1
2019-06-03 15:43:00,1
2019-06-03 16:02:00,1
2019-06-03 16:56:00,1
2019-06-03 17:36:00,1
2019-06-03 17:38:00,1
2019-06-03 18:19:00,1
2019-06-03 19:13:00,1
2019-06-03 19:35:00,1
2019-06-03 20:26:00,1
2019-06-03 21:26:00,1
2019-06-03 21:41:00,1
2019-06-03 21:47:00,1
2019-06-03 22:05:00,1
2019-06-03 22:30:00,1
