66,select * from galSpecIndx where specObjId=#
2019-05-13 05:30:00,1
2019-05-13 06:49:00,1
2019-05-13 07:19:00,1
2019-05-13 09:29:00,1
2019-05-13 11:23:00,1
2019-05-13 12:38:00,1
2019-05-13 12:46:00,1
2019-05-13 13:43:00,1
2019-05-13 14:52:00,2
2019-05-13 16:05:00,6
2019-05-13 16:06:00,8
2019-05-13 16:09:00,1
2019-05-13 16:21:00,6
2019-05-13 16:24:00,1
2019-05-13 18:53:00,10
2019-05-13 18:54:00,13
2019-05-13 19:58:00,8
2019-05-13 20:14:00,1
2019-05-13 20:16:00,1
2019-05-13 23:54:00,1
