266,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-05-13 01:00:00,1
2019-05-13 01:30:00,2
2019-05-13 03:35:00,1
2019-05-13 05:30:00,1
2019-05-13 06:03:00,1
2019-05-13 06:05:00,3
2019-05-13 06:07:00,1
2019-05-13 06:32:00,1
2019-05-13 07:02:00,1
2019-05-13 07:03:00,1
2019-05-13 12:01:00,1
2019-05-13 15:01:00,1
2019-05-13 19:05:00,19
2019-05-13 19:06:00,30
2019-05-13 19:07:00,30
2019-05-13 19:08:00,31
2019-05-13 19:09:00,29
2019-05-13 19:10:00,30
2019-05-13 19:11:00,30
2019-05-13 19:12:00,18
2019-05-13 19:35:00,3
2019-05-13 19:44:00,1
2019-05-13 20:05:00,13
2019-05-13 20:45:00,1
2019-05-13 22:45:00,16
