202,"SELECT dbo.fGetNearestSpecObjIdAllEq(#,#,#) as specObjID"
2019-05-13 17:26:00,1
2019-05-13 17:27:00,1
2019-05-13 17:28:00,2
2019-05-13 17:29:00,1
2019-05-13 17:30:00,1
2019-05-13 18:02:00,1
2019-05-13 18:03:00,1
2019-05-13 18:10:00,1
2019-05-13 18:27:00,1
2019-05-13 18:56:00,1
2019-05-13 18:57:00,3
2019-05-13 18:58:00,1
2019-05-13 19:00:00,1
2019-05-13 20:47:00,2
2019-05-13 20:51:00,1
2019-05-13 21:36:00,2
2019-05-13 22:12:00,4
2019-05-13 22:14:00,1
2019-05-13 22:15:00,50
2019-05-13 22:16:00,12
2019-05-13 22:32:00,15
2019-05-13 22:33:00,42
2019-05-13 22:34:00,8
2019-05-13 22:47:00,2
2019-05-13 22:48:00,1
2019-05-13 22:52:00,19
2019-05-13 22:53:00,27
