1399,"SELECT DISTINCT p.objID, p.skyVersion, p.mode, p.clean, p.type, p.ra, p.dec, p.type_r, p.petroRad_r, p.deVRad_r, p.deVAB_r, p.deVPhi_r, p.expRad_r, p.expAB_r, p.expPhi_r, p.lnLExp_r, p.lnLDeV_r, psfMag_r, p.type_g, p.petroRad_g, p.deVRad_g, p.deVAB_g, p.deVPhi_g, p.expRad_g, p.expAB_g, p.expPhi_g, p.lnLExp_g, p.lnLDeV_g, psfMag_g, p.type_i, p.petroRad_i, p.deVRad_i, p.deVAB_i, p.deVPhi_i, p.expRad_i, p.expAB_i, p.expPhi_i, p.lnLExp_i, p.lnLDeV_i, psfMag_i FROM PhotoPrimary AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-05-13 05:17:00,1
2019-05-13 05:18:00,3
2019-05-13 05:19:00,3
2019-05-13 05:20:00,2
2019-05-13 05:21:00,3
2019-05-13 05:22:00,2
2019-05-13 05:23:00,3
2019-05-13 05:24:00,3
2019-05-13 05:25:00,2
2019-05-13 05:26:00,3
2019-05-13 05:27:00,2
2019-05-13 05:28:00,3
2019-05-13 05:29:00,3
2019-05-13 05:30:00,3
2019-05-13 05:31:00,2
2019-05-13 05:32:00,3
2019-05-13 05:33:00,3
2019-05-13 05:34:00,2
2019-05-13 05:35:00,3
2019-05-13 05:36:00,3
2019-05-13 05:37:00,3
2019-05-13 05:38:00,2
2019-05-13 05:39:00,3
2019-05-13 05:40:00,3
2019-05-13 05:41:00,3
2019-05-13 05:42:00,2
2019-05-13 05:43:00,3
2019-05-13 05:44:00,3
2019-05-13 05:45:00,3
2019-05-13 05:46:00,3
2019-05-13 05:47:00,2
2019-05-13 05:48:00,3
2019-05-13 05:49:00,3
2019-05-13 05:50:00,2
2019-05-13 05:51:00,3
2019-05-13 05:52:00,3
2019-05-13 05:53:00,2
2019-05-13 05:54:00,3
2019-05-13 05:55:00,3
2019-05-13 05:56:00,2
2019-05-13 05:57:00,3
2019-05-13 05:58:00,3
2019-05-13 05:59:00,2
2019-05-13 06:00:00,3
2019-05-13 06:01:00,3
2019-05-13 06:02:00,2
2019-05-13 06:03:00,3
2019-05-13 06:04:00,3
2019-05-13 06:05:00,3
2019-05-13 06:06:00,2
2019-05-13 06:07:00,3
2019-05-13 06:08:00,2
2019-05-13 06:09:00,3
2019-05-13 06:10:00,3
2019-05-13 06:11:00,2
2019-05-13 06:12:00,3
2019-05-13 06:13:00,2
2019-05-13 06:14:00,3
2019-05-13 06:15:00,3
2019-05-13 06:16:00,3
2019-05-13 06:17:00,1
2019-05-13 06:18:00,3
2019-05-13 06:19:00,2
2019-05-13 06:20:00,3
2019-05-13 06:21:00,2
2019-05-13 06:22:00,3
2019-05-13 06:23:00,3
2019-05-13 06:24:00,2
2019-05-13 06:25:00,2
2019-05-13 06:26:00,3
2019-05-13 06:27:00,2
2019-05-13 06:28:00,2
2019-05-13 06:29:00,3
2019-05-13 06:30:00,2
2019-05-13 06:31:00,3
2019-05-13 06:32:00,2
2019-05-13 06:33:00,3
2019-05-13 06:34:00,2
2019-05-13 06:35:00,3
2019-05-13 06:36:00,2
2019-05-13 06:37:00,2
2019-05-13 06:38:00,3
2019-05-13 06:39:00,3
2019-05-13 06:40:00,1
2019-05-13 06:41:00,3
2019-05-13 06:42:00,2
2019-05-13 06:43:00,3
2019-05-13 06:44:00,2
2019-05-13 06:45:00,3
2019-05-13 06:46:00,3
2019-05-13 06:52:00,2
2019-05-13 06:53:00,3
2019-05-13 06:54:00,2
2019-05-13 06:55:00,3
2019-05-13 06:56:00,2
2019-05-13 06:57:00,2
2019-05-13 06:58:00,3
2019-05-13 06:59:00,2
2019-05-13 07:00:00,2
2019-05-13 07:01:00,3
2019-05-13 07:02:00,2
2019-05-13 07:03:00,3
2019-05-13 07:04:00,2
2019-05-13 07:05:00,2
2019-05-13 07:06:00,3
2019-05-13 07:07:00,3
2019-05-13 07:08:00,2
2019-05-13 07:09:00,3
2019-05-13 07:10:00,2
2019-05-13 07:11:00,3
2019-05-13 07:12:00,2
2019-05-13 07:13:00,2
2019-05-13 07:14:00,3
2019-05-13 07:15:00,3
2019-05-13 07:16:00,2
2019-05-13 07:17:00,3
2019-05-13 07:18:00,2
2019-05-13 07:19:00,3
2019-05-13 07:20:00,2
2019-05-13 07:21:00,2
2019-05-13 07:22:00,3
2019-05-13 07:23:00,3
2019-05-13 07:24:00,2
2019-05-13 07:25:00,2
2019-05-13 07:26:00,3
2019-05-13 07:27:00,2
2019-05-13 07:28:00,3
2019-05-13 07:29:00,2
2019-05-13 07:30:00,3
2019-05-13 07:31:00,2
2019-05-13 07:32:00,3
2019-05-13 07:33:00,2
2019-05-13 07:34:00,2
2019-05-13 07:35:00,3
2019-05-13 07:36:00,2
2019-05-13 07:37:00,2
2019-05-13 07:38:00,2
2019-05-13 07:39:00,3
2019-05-13 07:40:00,2
2019-05-13 07:41:00,3
2019-05-13 07:42:00,2
2019-05-13 07:43:00,2
2019-05-13 07:44:00,3
2019-05-13 07:45:00,3
2019-05-13 07:46:00,1
2019-05-13 07:47:00,3
2019-05-13 07:48:00,3
2019-05-13 07:49:00,2
2019-05-13 07:50:00,2
2019-05-13 07:51:00,3
2019-05-13 07:52:00,2
2019-05-13 07:53:00,3
2019-05-13 07:54:00,2
2019-05-13 07:55:00,2
2019-05-13 07:56:00,2
2019-05-13 07:57:00,3
2019-05-13 07:58:00,2
2019-05-13 07:59:00,2
2019-05-13 08:00:00,3
2019-05-13 08:01:00,3
2019-05-13 08:02:00,1
2019-05-13 08:03:00,3
2019-05-13 08:04:00,2
2019-05-13 08:05:00,3
2019-05-13 08:06:00,2
2019-05-13 08:07:00,2
2019-05-13 08:08:00,1
2019-05-13 08:09:00,3
2019-05-13 08:10:00,2
2019-05-13 08:11:00,2
2019-05-13 08:12:00,2
2019-05-13 08:13:00,3
2019-05-13 08:14:00,3
2019-05-13 08:15:00,1
2019-05-13 08:16:00,3
2019-05-13 08:17:00,3
2019-05-13 08:18:00,2
2019-05-13 08:19:00,2
2019-05-13 08:20:00,2
2019-05-13 08:21:00,3
2019-05-13 08:22:00,3
2019-05-13 08:23:00,2
2019-05-13 08:24:00,2
2019-05-13 08:25:00,2
2019-05-13 08:26:00,3
2019-05-13 08:27:00,3
2019-05-13 08:28:00,1
2019-05-13 08:29:00,3
2019-05-13 08:30:00,1
2019-05-13 08:31:00,3
2019-05-13 08:32:00,2
2019-05-13 08:33:00,2
2019-05-13 08:34:00,2
2019-05-13 08:35:00,3
2019-05-13 08:36:00,1
2019-05-13 08:37:00,2
2019-05-13 08:38:00,2
2019-05-13 08:39:00,3
2019-05-13 08:40:00,2
2019-05-13 08:41:00,2
2019-05-13 08:42:00,2
2019-05-13 08:43:00,3
2019-05-13 08:44:00,2
2019-05-13 08:45:00,2
