120,select * from galSpecLine where specObjId=#
2019-05-13 07:25:00,1
2019-05-13 08:01:00,1
2019-05-13 09:57:00,1
2019-05-13 10:29:00,1
2019-05-13 13:55:00,1
2019-05-13 16:08:00,4
2019-05-13 16:09:00,9
2019-05-13 16:10:00,3
2019-05-13 16:24:00,2
2019-05-13 16:25:00,4
2019-05-13 16:45:00,1
2019-05-13 18:58:00,4
2019-05-13 18:59:00,12
2019-05-13 19:00:00,1
2019-05-13 19:02:00,2
2019-05-13 20:17:00,10
2019-05-13 20:18:00,8
2019-05-13 20:19:00,8
2019-05-13 20:20:00,10
2019-05-13 22:42:00,3
2019-05-13 22:43:00,6
2019-05-13 22:51:00,1
2019-05-13 23:29:00,1
2019-05-13 23:34:00,6
2019-05-13 23:35:00,16
2019-05-13 23:38:00,4
