1158,"select ra,dec,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,petroR5#_r,probPSF,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z, p.objid from (PhotoTag p inner join fGetObjFromRectEq(#,#,#,#) r on p.objid=r.objid)"
2019-05-13 00:00:00,1
2019-05-13 00:03:00,1
2019-05-13 00:04:00,1
2019-05-13 00:09:00,2
2019-05-13 00:11:00,1
2019-05-13 00:12:00,3
2019-05-13 00:13:00,6
2019-05-13 00:14:00,3
2019-05-13 00:15:00,1
2019-05-13 00:16:00,6
2019-05-13 00:17:00,4
2019-05-13 00:18:00,8
2019-05-13 00:19:00,10
2019-05-13 00:20:00,7
2019-05-13 00:21:00,8
2019-05-13 00:22:00,5
2019-05-13 00:23:00,7
2019-05-13 00:24:00,1
2019-05-13 00:25:00,9
2019-05-13 00:26:00,1
2019-05-13 00:27:00,2
2019-05-13 00:28:00,1
2019-05-13 00:29:00,3
2019-05-13 00:30:00,3
2019-05-13 00:32:00,2
2019-05-13 00:33:00,2
2019-05-13 00:34:00,1
2019-05-13 00:35:00,2
2019-05-13 00:36:00,3
2019-05-13 00:38:00,3
2019-05-13 00:39:00,4
2019-05-13 00:40:00,6
2019-05-13 00:41:00,5
2019-05-13 00:42:00,1
2019-05-13 00:43:00,13
2019-05-13 00:44:00,7
2019-05-13 00:45:00,5
2019-05-13 00:46:00,16
2019-05-13 00:47:00,16
2019-05-13 00:48:00,5
2019-05-13 00:49:00,7
2019-05-13 00:50:00,4
2019-05-13 00:52:00,1
2019-05-13 00:54:00,1
2019-05-13 00:58:00,3
2019-05-13 01:01:00,1
2019-05-13 01:02:00,1
2019-05-13 01:03:00,1
2019-05-13 01:04:00,1
2019-05-13 01:05:00,1
2019-05-13 01:06:00,1
2019-05-13 01:07:00,1
2019-05-13 01:09:00,2
2019-05-13 01:18:00,1
2019-05-13 01:19:00,1
2019-05-13 01:21:00,1
2019-05-13 01:22:00,1
2019-05-13 01:34:00,1
2019-05-13 01:37:00,1
2019-05-13 01:38:00,4
2019-05-13 01:39:00,6
2019-05-13 01:40:00,3
2019-05-13 01:41:00,1
2019-05-13 01:42:00,2
2019-05-13 01:43:00,3
2019-05-13 01:46:00,2
2019-05-13 01:47:00,6
2019-05-13 01:48:00,2
2019-05-13 01:50:00,3
2019-05-13 01:51:00,10
2019-05-13 01:52:00,5
2019-05-13 01:53:00,2
2019-05-13 01:55:00,2
2019-05-13 01:56:00,1
2019-05-13 01:58:00,1
2019-05-13 01:59:00,4
2019-05-13 02:00:00,3
2019-05-13 02:03:00,1
2019-05-13 02:05:00,1
2019-05-13 02:42:00,1
2019-05-13 02:43:00,1
2019-05-13 02:45:00,1
2019-05-13 02:46:00,1
2019-05-13 02:48:00,1
2019-05-13 02:49:00,1
2019-05-13 02:50:00,1
2019-05-13 02:51:00,1
2019-05-13 02:52:00,2
2019-05-13 02:54:00,3
2019-05-13 02:56:00,1
2019-05-13 02:57:00,1
2019-05-13 03:01:00,1
2019-05-13 03:04:00,1
2019-05-13 03:05:00,1
2019-05-13 03:06:00,2
2019-05-13 03:12:00,1
2019-05-13 03:15:00,1
2019-05-13 03:18:00,3
2019-05-13 03:20:00,4
2019-05-13 03:22:00,3
2019-05-13 03:23:00,7
2019-05-13 03:24:00,3
2019-05-13 03:25:00,1
2019-05-13 03:26:00,1
2019-05-13 03:27:00,1
2019-05-13 03:28:00,3
2019-05-13 03:29:00,2
2019-05-13 03:31:00,2
2019-05-13 03:32:00,1
2019-05-13 03:33:00,2
2019-05-13 03:36:00,1
2019-05-13 03:42:00,1
2019-05-13 03:43:00,1
2019-05-13 03:44:00,1
2019-05-13 03:47:00,1
2019-05-13 03:48:00,1
2019-05-13 03:55:00,1
2019-05-13 03:57:00,1
2019-05-13 03:59:00,1
2019-05-13 04:00:00,1
2019-05-13 04:02:00,1
2019-05-13 04:03:00,2
2019-05-13 04:07:00,3
2019-05-13 04:09:00,1
2019-05-13 04:10:00,1
2019-05-13 04:11:00,1
2019-05-13 04:12:00,1
2019-05-13 04:13:00,1
2019-05-13 04:15:00,1
2019-05-13 04:18:00,1
2019-05-13 04:19:00,1
2019-05-13 04:21:00,2
2019-05-13 04:22:00,2
2019-05-13 04:23:00,3
2019-05-13 04:24:00,2
2019-05-13 04:25:00,3
2019-05-13 04:26:00,6
2019-05-13 04:27:00,4
2019-05-13 04:28:00,2
