2,"SELECT       d.specObjID, d.plate, d.mjd, d.fiberID  into pasquetSpecDetails   FROM SpecObjAll AS d     JOIN MyDB.pasquetData AS g ON d.specObjID = g.specObjID"
2019-05-13 10:25:00,1
2019-05-13 10:26:00,1
