11971,"SELECT up_id, dbo.fGetNearestObjIdEq(up_ra,up_dec,#) as objId   FROM #upload WHERE dbo.fGetNearestObjIdEq(up_ra,up_dec,#) IS NOT NULL  EXEC spExecuteSQL &&&,&&&, @log=#, @filter=#"
2019-05-13 07:55:00,240
2019-05-13 07:56:00,108
2019-05-13 08:05:00,1
2019-05-13 08:06:00,1
2019-05-13 08:21:00,181
2019-05-13 08:22:00,269
2019-05-13 08:23:00,177
2019-05-13 09:13:00,271
2019-05-13 09:14:00,300
2019-05-13 09:15:00,87
2019-05-13 09:18:00,216
2019-05-13 09:19:00,288
2019-05-13 09:20:00,144
2019-05-13 09:27:00,262
2019-05-13 09:28:00,302
2019-05-13 09:29:00,209
2019-05-13 10:29:00,229
2019-05-13 10:30:00,307
2019-05-13 10:31:00,273
2019-05-13 13:20:00,48
2019-05-13 13:21:00,296
2019-05-13 13:22:00,145
2019-05-13 16:06:00,2
2019-05-13 16:07:00,2
2019-05-13 16:13:00,148
2019-05-13 16:14:00,206
2019-05-13 16:15:00,58
2019-05-13 16:16:00,55
2019-05-13 16:17:00,21
2019-05-13 16:18:00,21
2019-05-13 16:19:00,15
2019-05-13 16:20:00,20
2019-05-13 16:21:00,21
2019-05-13 16:22:00,15
2019-05-13 16:23:00,18
2019-05-13 16:24:00,17
2019-05-13 16:25:00,17
2019-05-13 16:26:00,20
2019-05-13 16:27:00,16
2019-05-13 16:28:00,20
2019-05-13 16:29:00,20
2019-05-13 16:30:00,17
2019-05-13 16:31:00,21
2019-05-13 16:32:00,18
2019-05-13 16:33:00,18
2019-05-13 16:34:00,44
2019-05-13 16:35:00,43
2019-05-13 16:36:00,36
2019-05-13 16:38:00,4
2019-05-13 16:42:00,199
2019-05-13 16:43:00,287
2019-05-13 16:44:00,256
2019-05-13 16:45:00,231
2019-05-13 16:46:00,293
2019-05-13 16:47:00,283
2019-05-13 16:48:00,4
2019-05-13 16:49:00,217
2019-05-13 16:50:00,309
2019-05-13 16:51:00,308
2019-05-13 16:52:00,228
2019-05-13 16:53:00,298
2019-05-13 16:54:00,299
2019-05-13 16:55:00,230
2019-05-13 16:56:00,309
2019-05-13 16:57:00,305
2019-05-13 16:58:00,231
2019-05-13 16:59:00,286
2019-05-13 17:00:00,295
2019-05-13 17:01:00,264
2019-05-13 17:02:00,275
2019-05-13 17:03:00,271
2019-05-13 17:04:00,276
2019-05-13 17:05:00,209
2019-05-13 17:06:00,303
2019-05-13 17:07:00,238
