139,select * from sppParams where specObjId=#
2019-05-13 00:06:00,1
2019-05-13 00:43:00,1
2019-05-13 02:06:00,1
2019-05-13 02:49:00,1
2019-05-13 03:56:00,1
2019-05-13 04:23:00,1
2019-05-13 05:03:00,1
2019-05-13 06:56:00,1
2019-05-13 07:42:00,1
2019-05-13 09:50:00,1
2019-05-13 10:45:00,1
2019-05-13 11:01:00,1
2019-05-13 11:09:00,1
2019-05-13 12:29:00,1
2019-05-13 12:40:00,1
2019-05-13 13:53:00,1
2019-05-13 14:53:00,6
2019-05-13 15:43:00,3
2019-05-13 15:49:00,1
2019-05-13 16:12:00,13
2019-05-13 16:25:00,7
2019-05-13 18:05:00,1
2019-05-13 19:49:00,1
2019-05-13 19:50:00,15
2019-05-13 19:59:00,2
2019-05-13 22:44:00,9
2019-05-13 22:45:00,8
2019-05-13 22:51:00,3
2019-05-13 22:52:00,2
2019-05-13 23:00:00,1
2019-05-13 23:38:00,4
2019-05-13 23:41:00,13
2019-05-13 23:42:00,27
2019-05-13 23:43:00,7
