9,SELECT * FROM WISE_AGN_R9#_ptsrc_VIZIER2#_SDSSspecDR1#_#as
2019-08-30 10:31:00,2
2019-08-30 10:32:00,3
2019-08-30 10:33:00,2
2019-08-30 10:34:00,2
