123,select * from SpecLine where specObjId=#
2019-08-30 01:31:00,8
2019-08-30 03:10:00,1
2019-08-30 03:43:00,1
2019-08-30 09:23:00,1
2019-08-30 12:07:00,1
2019-08-30 12:43:00,1
2019-08-30 16:24:00,1
2019-08-30 16:27:00,2
2019-08-30 16:28:00,2
2019-08-30 16:30:00,1
2019-08-30 16:31:00,2
2019-08-30 16:32:00,3
2019-08-30 16:33:00,3
2019-08-30 16:34:00,3
2019-08-30 16:35:00,2
2019-08-30 16:36:00,1
2019-08-30 16:37:00,3
2019-08-30 18:53:00,1
2019-08-30 18:55:00,1
2019-08-30 18:56:00,1
2019-08-30 18:57:00,2
2019-08-30 19:00:00,1
2019-08-30 19:02:00,1
2019-08-30 19:04:00,2
2019-08-30 19:05:00,1
2019-08-30 19:07:00,1
2019-08-30 19:08:00,4
2019-08-30 19:09:00,1
2019-08-30 19:12:00,1
2019-08-30 19:14:00,3
2019-08-30 19:16:00,1
2019-08-30 19:18:00,1
2019-08-30 19:19:00,2
2019-08-30 19:21:00,3
2019-08-30 19:22:00,1
2019-08-30 19:23:00,1
2019-08-30 19:24:00,1
2019-08-30 19:25:00,2
2019-08-30 19:26:00,1
2019-08-30 19:39:00,1
2019-08-30 19:41:00,1
2019-08-30 19:42:00,3
2019-08-30 19:43:00,4
2019-08-30 19:44:00,2
2019-08-30 19:45:00,4
2019-08-30 19:46:00,3
2019-08-30 19:47:00,4
2019-08-30 19:49:00,1
2019-08-30 19:50:00,4
2019-08-30 19:51:00,1
2019-08-30 19:52:00,2
2019-08-30 19:53:00,1
2019-08-30 19:54:00,2
2019-08-30 19:55:00,1
2019-08-30 19:56:00,2
2019-08-30 19:57:00,1
2019-08-30 19:58:00,4
2019-08-30 19:59:00,1
2019-08-30 20:00:00,2
2019-08-30 20:01:00,4
2019-08-30 20:02:00,3
2019-08-30 20:04:00,1
2019-08-30 20:06:00,1
2019-08-30 21:10:00,1
