107,"SELECT TOP #  p.run, p.rerun, p.camcol, p.field  FROM PhotoObjDR7 AS p  WHERE p.dr7objid=#"
2019-08-30 00:08:00,1
2019-08-30 00:42:00,1
2019-08-30 00:43:00,3
2019-08-30 01:08:00,1
2019-08-30 01:28:00,1
2019-08-30 01:29:00,1
2019-08-30 01:52:00,1
2019-08-30 02:00:00,1
2019-08-30 02:01:00,1
2019-08-30 02:13:00,1
2019-08-30 02:14:00,1
2019-08-30 02:33:00,1
2019-08-30 02:34:00,1
2019-08-30 02:53:00,1
2019-08-30 03:13:00,1
2019-08-30 03:14:00,1
2019-08-30 03:35:00,1
2019-08-30 03:36:00,2
2019-08-30 04:04:00,1
2019-08-30 04:25:00,1
2019-08-30 05:23:00,1
2019-08-30 05:45:00,1
2019-08-30 06:30:00,1
2019-08-30 06:31:00,1
2019-08-30 06:51:00,1
2019-08-30 06:52:00,1
2019-08-30 07:12:00,1
2019-08-30 07:31:00,1
2019-08-30 07:55:00,2
2019-08-30 07:56:00,6
2019-08-30 08:26:00,1
2019-08-30 08:28:00,2
2019-08-30 08:41:00,1
2019-08-30 09:00:00,1
2019-08-30 09:41:00,1
2019-08-30 10:04:00,1
2019-08-30 10:26:00,1
2019-08-30 10:48:00,2
2019-08-30 10:49:00,1
2019-08-30 11:28:00,1
2019-08-30 12:07:00,2
2019-08-30 12:30:00,1
2019-08-30 12:46:00,1
2019-08-30 13:27:00,2
2019-08-30 13:50:00,2
2019-08-30 14:11:00,3
2019-08-30 14:29:00,1
2019-08-30 14:30:00,1
2019-08-30 14:51:00,1
2019-08-30 15:21:00,1
2019-08-30 15:26:00,1
2019-08-30 15:28:00,1
2019-08-30 15:48:00,2
2019-08-30 15:49:00,1
2019-08-30 16:13:00,2
2019-08-30 16:39:00,1
2019-08-30 16:40:00,2
2019-08-30 17:42:00,2
2019-08-30 17:43:00,1
2019-08-30 21:46:00,3
2019-08-30 22:03:00,1
2019-08-30 22:24:00,1
2019-08-30 22:25:00,2
2019-08-30 23:04:00,2
2019-08-30 23:05:00,1
2019-08-30 23:08:00,1
2019-08-30 23:09:00,2
2019-08-30 23:23:00,2
2019-08-30 23:25:00,1
2019-08-30 23:33:00,1
2019-08-30 23:43:00,8
2019-08-30 23:45:00,3
