115,select * from SpecLineIndex where specObjId=#
2019-08-30 01:31:00,1
2019-08-30 01:32:00,4
2019-08-30 03:09:00,1
2019-08-30 05:23:00,1
2019-08-30 09:01:00,1
2019-08-30 09:23:00,1
2019-08-30 12:07:00,1
2019-08-30 12:43:00,1
2019-08-30 16:24:00,1
2019-08-30 16:25:00,2
2019-08-30 16:27:00,2
2019-08-30 16:30:00,1
2019-08-30 16:31:00,3
2019-08-30 16:32:00,3
2019-08-30 16:33:00,1
2019-08-30 16:34:00,3
2019-08-30 16:35:00,3
2019-08-30 16:36:00,2
2019-08-30 16:37:00,2
2019-08-30 16:38:00,1
2019-08-30 16:39:00,1
2019-08-30 18:55:00,1
2019-08-30 18:56:00,1
2019-08-30 19:00:00,2
2019-08-30 19:01:00,2
2019-08-30 19:02:00,1
2019-08-30 19:03:00,1
2019-08-30 19:05:00,1
2019-08-30 19:07:00,1
2019-08-30 19:08:00,3
2019-08-30 19:09:00,1
2019-08-30 19:10:00,1
2019-08-30 19:11:00,3
2019-08-30 19:12:00,2
2019-08-30 19:13:00,1
2019-08-30 19:14:00,4
2019-08-30 19:15:00,1
2019-08-30 19:16:00,1
2019-08-30 19:19:00,1
2019-08-30 19:21:00,2
2019-08-30 19:23:00,1
2019-08-30 19:24:00,2
2019-08-30 19:26:00,1
2019-08-30 19:38:00,1
2019-08-30 19:39:00,2
2019-08-30 19:41:00,2
2019-08-30 19:43:00,2
2019-08-30 19:44:00,1
2019-08-30 19:46:00,1
2019-08-30 19:47:00,2
2019-08-30 19:48:00,3
2019-08-30 19:49:00,2
2019-08-30 19:50:00,5
2019-08-30 19:51:00,2
2019-08-30 19:52:00,4
2019-08-30 19:53:00,2
2019-08-30 19:54:00,2
2019-08-30 19:55:00,2
2019-08-30 19:56:00,2
2019-08-30 19:57:00,3
2019-08-30 19:58:00,2
2019-08-30 20:00:00,2
2019-08-30 20:01:00,2
2019-08-30 20:04:00,1
