83,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-08-30 01:38:00,1
2019-08-30 02:42:00,1
2019-08-30 03:25:00,1
2019-08-30 05:00:00,1
2019-08-30 08:53:00,1
2019-08-30 09:27:00,2
2019-08-30 09:38:00,1
2019-08-30 10:03:00,1
2019-08-30 10:29:00,4
2019-08-30 10:30:00,1
2019-08-30 10:31:00,4
2019-08-30 10:32:00,3
2019-08-30 10:35:00,3
2019-08-30 10:37:00,1
2019-08-30 10:38:00,2
2019-08-30 10:41:00,1
2019-08-30 10:42:00,1
2019-08-30 10:44:00,1
2019-08-30 10:54:00,1
2019-08-30 11:03:00,1
2019-08-30 11:05:00,1
2019-08-30 11:11:00,1
2019-08-30 11:57:00,2
2019-08-30 12:19:00,1
2019-08-30 12:22:00,1
2019-08-30 12:23:00,1
2019-08-30 12:49:00,1
2019-08-30 15:43:00,1
2019-08-30 15:53:00,1
2019-08-30 15:54:00,1
2019-08-30 15:55:00,1
2019-08-30 16:22:00,3
2019-08-30 17:33:00,1
2019-08-30 18:13:00,1
2019-08-30 18:50:00,5
2019-08-30 18:52:00,1
2019-08-30 19:25:00,1
2019-08-30 19:44:00,1
2019-08-30 19:51:00,1
2019-08-30 20:15:00,8
2019-08-30 21:13:00,1
2019-08-30 21:20:00,1
2019-08-30 21:49:00,1
2019-08-30 22:09:00,1
2019-08-30 22:50:00,9
2019-08-30 22:51:00,3
2019-08-30 23:18:00,1
