138,"SELECT ra,dec,u,err_u,g,err_g,r,err_r,i,err_i,z,err_z FROM Star WHERE ra BETWEEN # AND # AND dec BETWEEN # and # AND g<#"
2019-08-30 07:29:00,1
2019-08-30 07:33:00,1
2019-08-30 07:38:00,1
2019-08-30 12:43:00,13
2019-08-30 12:44:00,2
2019-08-30 12:58:00,6
2019-08-30 15:24:00,1
2019-08-30 15:26:00,1
2019-08-30 15:36:00,1
2019-08-30 15:37:00,1
2019-08-30 15:38:00,1
2019-08-30 15:40:00,2
2019-08-30 15:41:00,1
2019-08-30 15:42:00,1
2019-08-30 15:45:00,1
2019-08-30 15:47:00,1
2019-08-30 15:48:00,1
2019-08-30 15:50:00,1
2019-08-30 15:52:00,2
2019-08-30 15:53:00,1
2019-08-30 15:56:00,1
2019-08-30 16:00:00,1
2019-08-30 16:01:00,2
2019-08-30 16:02:00,1
2019-08-30 16:05:00,1
2019-08-30 16:06:00,1
2019-08-30 16:07:00,1
2019-08-30 16:09:00,1
2019-08-30 16:13:00,2
2019-08-30 16:15:00,1
2019-08-30 16:17:00,1
2019-08-30 16:18:00,1
2019-08-30 16:20:00,1
2019-08-30 16:22:00,1
2019-08-30 16:26:00,1
2019-08-30 16:28:00,1
2019-08-30 16:30:00,1
2019-08-30 16:33:00,1
2019-08-30 16:35:00,1
2019-08-30 16:37:00,1
2019-08-30 16:38:00,1
2019-08-30 16:39:00,1
2019-08-30 16:42:00,2
2019-08-30 16:43:00,1
2019-08-30 16:44:00,1
2019-08-30 16:46:00,1
2019-08-30 16:48:00,1
2019-08-30 16:49:00,1
2019-08-30 16:52:00,2
2019-08-30 16:53:00,1
2019-08-30 16:54:00,1
2019-08-30 16:57:00,2
2019-08-30 16:58:00,2
2019-08-30 17:00:00,1
2019-08-30 17:01:00,1
2019-08-30 17:02:00,1
2019-08-30 17:03:00,1
2019-08-30 17:04:00,1
2019-08-30 17:06:00,1
2019-08-30 17:08:00,1
2019-08-30 17:09:00,1
2019-08-30 17:10:00,2
2019-08-30 17:11:00,1
2019-08-30 17:13:00,1
2019-08-30 17:15:00,1
2019-08-30 17:16:00,2
2019-08-30 17:19:00,1
2019-08-30 17:20:00,1
2019-08-30 17:22:00,1
2019-08-30 17:23:00,1
2019-08-30 17:25:00,1
2019-08-30 17:26:00,1
2019-08-30 17:27:00,1
2019-08-30 17:28:00,1
2019-08-30 17:31:00,1
2019-08-30 17:32:00,1
2019-08-30 17:33:00,1
2019-08-30 17:35:00,1
2019-08-30 17:40:00,1
2019-08-30 17:49:00,1
2019-08-30 17:56:00,1
2019-08-30 18:06:00,1
2019-08-30 18:13:00,1
2019-08-30 18:14:00,1
2019-08-30 18:19:00,1
2019-08-30 18:20:00,1
2019-08-30 18:22:00,1
2019-08-30 18:26:00,1
2019-08-30 18:28:00,1
2019-08-30 18:33:00,1
2019-08-30 18:41:00,1
2019-08-30 18:49:00,1
2019-08-30 18:54:00,1
2019-08-30 18:59:00,1
2019-08-30 19:03:00,1
2019-08-30 19:04:00,1
2019-08-30 19:07:00,1
2019-08-30 19:10:00,1
2019-08-30 19:18:00,1
2019-08-30 19:24:00,1
2019-08-30 19:37:00,1
2019-08-30 19:42:00,1
2019-08-30 19:47:00,1
2019-08-30 19:53:00,1
2019-08-30 19:58:00,1
2019-08-30 20:04:00,1
2019-08-30 20:15:00,1
2019-08-30 20:19:00,1
2019-08-30 20:23:00,1
2019-08-30 20:30:00,1
