228,"SELECT ra,dec,dered_u,dered_g,dered_r,dered_i,dered_z,Err_u,Err_g,Err_r,Err_i,Err_z,flags_r,run   FROM Galaxy   WHERE   ra BETWEEN # and # AND dec BETWEEN # and #"
2019-08-30 13:11:00,6
2019-08-30 13:12:00,28
2019-08-30 13:13:00,30
2019-08-30 13:14:00,11
2019-08-30 13:15:00,14
2019-08-30 13:16:00,13
2019-08-30 13:17:00,8
2019-08-30 13:18:00,9
2019-08-30 13:19:00,13
2019-08-30 13:20:00,12
2019-08-30 13:21:00,12
2019-08-30 13:22:00,8
2019-08-30 13:23:00,11
2019-08-30 13:24:00,7
2019-08-30 13:25:00,7
2019-08-30 13:26:00,26
2019-08-30 13:27:00,8
2019-08-30 13:28:00,4
2019-08-30 13:29:00,1
