5039,"SELECT DISTINCT s.instrument, s.run2d, s.plate, s.mjd, s.fiberID FROM PhotoObjAll AS p JOIN SpecObjAll s ON p.objID = s.bestObjID WHERE (s.plate=# AND s.mjd=# AND s.fiberid=#)"
2019-08-30 08:45:00,14
2019-08-30 08:46:00,16
2019-08-30 08:47:00,14
2019-08-30 08:48:00,15
2019-08-30 08:49:00,14
2019-08-30 08:50:00,13
2019-08-30 08:51:00,16
2019-08-30 08:52:00,15
2019-08-30 08:53:00,16
2019-08-30 08:54:00,13
2019-08-30 08:55:00,15
2019-08-30 08:56:00,16
2019-08-30 08:57:00,17
2019-08-30 08:58:00,18
2019-08-30 08:59:00,19
2019-08-30 09:00:00,14
2019-08-30 09:01:00,14
2019-08-30 09:02:00,17
2019-08-30 09:03:00,17
2019-08-30 09:04:00,15
2019-08-30 09:05:00,15
2019-08-30 09:06:00,14
2019-08-30 09:07:00,15
2019-08-30 09:08:00,15
2019-08-30 09:09:00,14
2019-08-30 09:10:00,15
2019-08-30 09:11:00,16
2019-08-30 09:12:00,17
2019-08-30 09:13:00,19
2019-08-30 09:14:00,15
2019-08-30 09:15:00,16
2019-08-30 09:16:00,17
2019-08-30 09:17:00,16
2019-08-30 09:18:00,17
2019-08-30 09:19:00,17
2019-08-30 09:20:00,17
2019-08-30 09:21:00,18
2019-08-30 09:22:00,14
2019-08-30 09:23:00,15
2019-08-30 09:24:00,14
2019-08-30 09:25:00,14
2019-08-30 09:26:00,15
2019-08-30 09:27:00,15
2019-08-30 09:28:00,15
2019-08-30 09:29:00,15
2019-08-30 09:30:00,14
2019-08-30 09:31:00,15
2019-08-30 09:32:00,16
2019-08-30 09:33:00,18
2019-08-30 09:34:00,17
2019-08-30 09:35:00,17
2019-08-30 09:36:00,17
2019-08-30 09:37:00,17
2019-08-30 09:38:00,17
2019-08-30 09:39:00,14
2019-08-30 09:40:00,17
2019-08-30 09:41:00,16
2019-08-30 09:42:00,16
2019-08-30 09:43:00,11
2019-08-30 09:44:00,14
2019-08-30 09:45:00,15
2019-08-30 09:46:00,16
2019-08-30 09:47:00,17
2019-08-30 09:48:00,15
2019-08-30 09:49:00,14
2019-08-30 09:50:00,14
2019-08-30 09:51:00,14
2019-08-30 09:52:00,13
2019-08-30 09:53:00,14
2019-08-30 09:54:00,13
2019-08-30 09:55:00,16
2019-08-30 09:56:00,14
2019-08-30 09:57:00,16
2019-08-30 09:58:00,16
2019-08-30 09:59:00,16
2019-08-30 10:00:00,17
2019-08-30 10:01:00,18
2019-08-30 10:02:00,13
2019-08-30 10:03:00,16
2019-08-30 10:04:00,17
2019-08-30 10:05:00,13
