26,select * from galSpecIndx where specObjId=#
2019-06-21 02:03:00,1
2019-06-21 03:26:00,1
2019-06-21 05:18:00,1
2019-06-21 05:38:00,1
2019-06-21 05:55:00,1
2019-06-21 07:08:00,1
2019-06-21 07:41:00,1
2019-06-21 07:51:00,1
2019-06-21 09:02:00,1
2019-06-21 09:11:00,1
2019-06-21 10:08:00,1
2019-06-21 10:13:00,1
2019-06-21 10:43:00,1
2019-06-21 10:51:00,1
2019-06-21 11:49:00,1
2019-06-21 14:53:00,1
2019-06-21 15:15:00,1
2019-06-21 17:16:00,1
2019-06-21 17:22:00,1
2019-06-21 18:32:00,1
2019-06-21 21:12:00,1
2019-06-21 21:24:00,1
2019-06-21 22:02:00,1
2019-06-21 23:18:00,1
2019-06-21 23:32:00,1
2019-06-21 23:47:00,1
