334,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-06-21 00:46:00,1
2019-06-21 01:46:00,1
2019-06-21 02:46:00,1
2019-06-21 03:03:00,9
2019-06-21 03:45:00,1
2019-06-21 04:45:00,1
2019-06-21 05:45:00,1
2019-06-21 06:45:00,1
2019-06-21 06:50:00,9
2019-06-21 07:05:00,9
2019-06-21 07:45:00,1
2019-06-21 08:44:00,1
2019-06-21 09:46:00,3
2019-06-21 09:47:00,7
2019-06-21 10:46:00,1
2019-06-21 11:28:00,125
2019-06-21 11:29:00,72
2019-06-21 11:45:00,1
2019-06-21 12:45:00,1
2019-06-21 13:45:00,1
2019-06-21 14:45:00,1
2019-06-21 15:45:00,1
2019-06-21 15:52:00,9
2019-06-21 15:54:00,9
2019-06-21 15:58:00,9
2019-06-21 16:05:00,9
2019-06-21 16:45:00,1
2019-06-21 17:16:00,9
2019-06-21 17:45:00,1
2019-06-21 18:36:00,9
2019-06-21 18:46:00,1
2019-06-21 18:48:00,21
2019-06-21 18:49:00,6
2019-06-21 19:45:00,1
