1465,"SELECT DISTINCT p.ra, p.dec, p.objid, p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-06-21 06:48:00,1
2019-06-21 15:02:00,1
2019-06-21 15:09:00,1
2019-06-21 15:15:00,1
2019-06-21 15:20:00,1
2019-06-21 15:23:00,1
2019-06-21 15:28:00,1
2019-06-21 15:41:00,1
2019-06-21 15:47:00,1
2019-06-21 15:51:00,1
2019-06-21 17:01:00,2
2019-06-21 17:03:00,1
2019-06-21 17:11:00,1
2019-06-21 17:19:00,1
2019-06-21 17:34:00,1
2019-06-21 17:41:00,1
2019-06-21 17:47:00,1
2019-06-21 17:51:00,1
2019-06-21 17:57:00,1
2019-06-21 18:47:00,1
2019-06-21 18:49:00,1
2019-06-21 18:53:00,1
2019-06-21 19:00:00,1
2019-06-21 19:12:00,1
2019-06-21 19:13:00,1
2019-06-21 19:20:00,1
2019-06-21 19:21:00,3
2019-06-21 19:23:00,123
2019-06-21 19:24:00,268
2019-06-21 19:25:00,218
2019-06-21 19:26:00,240
2019-06-21 19:27:00,225
2019-06-21 19:28:00,93
2019-06-21 19:36:00,12
2019-06-21 19:44:00,1
2019-06-21 19:45:00,3
2019-06-21 19:46:00,6
2019-06-21 19:47:00,2
2019-06-21 19:51:00,1
2019-06-21 19:52:00,4
2019-06-21 19:53:00,1
2019-06-21 19:54:00,5
2019-06-21 19:55:00,2
2019-06-21 19:56:00,5
2019-06-21 19:57:00,2
2019-06-21 20:25:00,32
2019-06-21 20:26:00,99
2019-06-21 20:27:00,56
2019-06-21 20:28:00,11
2019-06-21 20:29:00,24
2019-06-21 20:30:00,2
