11783,select objid from photoprimary where photoprimary.dec between # and # and photoprimary.ra between # and #
2019-03-13 16:55:00,79
2019-03-13 16:56:00,17
2019-03-13 17:02:00,41
2019-03-13 17:05:00,38
2019-03-13 17:19:00,42
2019-03-13 22:35:00,3
2019-03-13 22:38:00,1
2019-03-13 22:39:00,41
2019-03-13 22:47:00,48
2019-03-13 22:48:00,20
2019-03-13 22:51:00,3
2019-03-13 22:53:00,38
2019-03-13 22:54:00,24
2019-03-13 22:55:00,17
2019-03-13 22:56:00,47
2019-03-13 22:57:00,2
2019-03-13 22:58:00,104
2019-03-13 22:59:00,198
2019-03-13 23:00:00,50
2019-03-13 23:01:00,55
2019-03-13 23:02:00,49
2019-03-13 23:03:00,202
2019-03-13 23:04:00,826
2019-03-13 23:05:00,884
2019-03-13 23:06:00,847
2019-03-13 23:08:00,3
2019-03-13 23:09:00,14
2019-03-13 23:10:00,265
2019-03-13 23:12:00,18
2019-03-13 23:14:00,4
2019-03-13 23:15:00,18
2019-03-13 23:16:00,2
2019-03-13 23:17:00,3
2019-03-13 23:20:00,42
2019-03-13 23:22:00,1231
2019-03-13 23:23:00,507
2019-03-13 23:35:00,13
2019-03-13 23:36:00,26
2019-03-13 23:37:00,706
2019-03-13 23:38:00,1551
2019-03-13 23:39:00,34
2019-03-13 23:49:00,19
2019-03-13 23:50:00,1191
2019-03-13 23:51:00,1419
2019-03-13 23:52:00,1039
2019-03-13 23:54:00,2
