100,"SELECT TOP #  p.run, p.rerun, p.camcol, p.field  FROM PhotoObjDR7 AS p  WHERE p.dr7objid=#"
2019-03-13 00:08:00,1
2019-03-13 00:17:00,1
2019-03-13 00:29:00,1
2019-03-13 00:36:00,1
2019-03-13 00:46:00,1
2019-03-13 01:04:00,1
2019-03-13 01:14:00,1
2019-03-13 01:23:00,1
2019-03-13 01:33:00,1
2019-03-13 01:42:00,1
2019-03-13 01:52:00,1
2019-03-13 04:22:00,1
2019-03-13 06:47:00,1
2019-03-13 07:04:00,1
2019-03-13 07:44:00,1
2019-03-13 07:51:00,1
2019-03-13 07:52:00,2
2019-03-13 07:57:00,1
2019-03-13 08:02:00,2
2019-03-13 08:06:00,1
2019-03-13 08:13:00,1
2019-03-13 08:18:00,1
2019-03-13 08:20:00,1
2019-03-13 08:22:00,1
2019-03-13 08:27:00,1
2019-03-13 08:30:00,1
2019-03-13 08:31:00,1
2019-03-13 08:32:00,2
2019-03-13 08:34:00,1
2019-03-13 08:38:00,2
2019-03-13 08:39:00,1
2019-03-13 08:48:00,1
2019-03-13 08:58:00,1
2019-03-13 09:08:00,1
2019-03-13 09:17:00,1
2019-03-13 09:26:00,1
2019-03-13 09:38:00,1
2019-03-13 10:02:00,1
2019-03-13 10:23:00,1
2019-03-13 10:51:00,1
2019-03-13 11:18:00,1
2019-03-13 11:20:00,1
2019-03-13 11:30:00,1
2019-03-13 11:39:00,1
2019-03-13 11:58:00,1
2019-03-13 12:07:00,1
2019-03-13 12:10:00,1
2019-03-13 12:17:00,1
2019-03-13 14:46:00,1
2019-03-13 15:23:00,1
2019-03-13 15:41:00,1
2019-03-13 15:54:00,1
2019-03-13 16:11:00,1
2019-03-13 16:13:00,1
2019-03-13 16:37:00,2
2019-03-13 16:42:00,1
2019-03-13 16:51:00,1
2019-03-13 17:00:00,1
2019-03-13 17:29:00,1
2019-03-13 17:38:00,1
2019-03-13 18:07:00,1
2019-03-13 18:26:00,1
2019-03-13 18:45:00,1
2019-03-13 18:54:00,1
2019-03-13 19:03:00,1
2019-03-13 19:22:00,1
2019-03-13 19:34:00,1
2019-03-13 19:42:00,1
2019-03-13 19:51:00,1
2019-03-13 20:00:00,1
2019-03-13 20:10:00,1
2019-03-13 20:19:00,1
2019-03-13 20:29:00,1
2019-03-13 20:38:00,1
2019-03-13 20:48:00,1
2019-03-13 20:51:00,1
2019-03-13 20:57:00,1
2019-03-13 21:07:00,1
2019-03-13 21:26:00,1
2019-03-13 21:35:00,1
2019-03-13 21:39:00,1
2019-03-13 21:40:00,1
2019-03-13 21:41:00,1
2019-03-13 21:42:00,1
2019-03-13 21:44:00,1
2019-03-13 21:45:00,1
2019-03-13 21:47:00,1
2019-03-13 21:55:00,1
2019-03-13 22:16:00,1
2019-03-13 22:24:00,1
2019-03-13 22:33:00,1
2019-03-13 22:43:00,1
2019-03-13 23:09:00,1
2019-03-13 23:56:00,1
2019-03-13 23:59:00,1
