95,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-03-13 00:45:00,1
2019-03-13 00:57:00,1
2019-03-13 01:14:00,1
2019-03-13 01:58:00,1
2019-03-13 02:49:00,1
2019-03-13 02:58:00,1
2019-03-13 03:20:00,1
2019-03-13 03:21:00,1
2019-03-13 03:22:00,1
2019-03-13 03:23:00,1
2019-03-13 03:59:00,1
2019-03-13 04:58:00,1
2019-03-13 05:08:00,1
2019-03-13 05:58:00,1
2019-03-13 06:58:00,1
2019-03-13 07:20:00,1
2019-03-13 07:39:00,1
2019-03-13 07:58:00,1
2019-03-13 08:27:00,1
2019-03-13 08:32:00,1
2019-03-13 08:34:00,1
2019-03-13 08:40:00,1
2019-03-13 08:42:00,1
2019-03-13 08:43:00,1
2019-03-13 08:57:00,1
2019-03-13 09:26:00,2
2019-03-13 09:57:00,1
2019-03-13 10:57:00,1
2019-03-13 11:24:00,9
2019-03-13 11:25:00,1
2019-03-13 11:26:00,1
2019-03-13 11:27:00,2
2019-03-13 11:28:00,1
2019-03-13 11:30:00,1
2019-03-13 11:31:00,1
2019-03-13 11:32:00,2
2019-03-13 11:34:00,1
2019-03-13 11:37:00,1
2019-03-13 11:39:00,1
2019-03-13 11:40:00,1
2019-03-13 11:58:00,1
2019-03-13 12:58:00,1
2019-03-13 13:57:00,1
2019-03-13 14:30:00,1
2019-03-13 14:31:00,1
2019-03-13 14:32:00,1
2019-03-13 14:33:00,1
2019-03-13 14:36:00,1
2019-03-13 14:38:00,1
2019-03-13 14:39:00,1
2019-03-13 14:41:00,9
2019-03-13 14:42:00,1
2019-03-13 14:59:00,1
2019-03-13 15:58:00,1
2019-03-13 16:06:00,9
2019-03-13 16:57:00,1
2019-03-13 17:59:00,1
2019-03-13 18:59:00,1
2019-03-13 19:32:00,4
2019-03-13 19:33:00,5
2019-03-13 19:58:00,1
