820,"SELECT p.ra , p.dec, p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, p.nMgyPerCount_u, p.nMgyPerCount_g, p.nMgyPerCount_r, p.nMgyPerCount_i, p.nMgyPerCount_z FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-03-13 10:00:00,1
2019-03-13 10:03:00,3
2019-03-13 10:04:00,7
2019-03-13 10:06:00,2
2019-03-13 10:07:00,1
2019-03-13 10:08:00,2
2019-03-13 10:12:00,10
2019-03-13 10:15:00,4
2019-03-13 10:17:00,3
2019-03-13 10:18:00,2
2019-03-13 10:19:00,1
2019-03-13 10:24:00,10
2019-03-13 10:29:00,6
2019-03-13 10:30:00,4
2019-03-13 10:35:00,10
2019-03-13 10:37:00,1
2019-03-13 10:39:00,4
2019-03-13 10:40:00,1
2019-03-13 10:42:00,3
2019-03-13 10:48:00,3
2019-03-13 10:49:00,2
2019-03-13 10:50:00,2
2019-03-13 11:00:00,9
2019-03-13 11:01:00,1
2019-03-13 11:02:00,2
2019-03-13 11:06:00,7
2019-03-13 11:07:00,3
2019-03-13 11:10:00,6
2019-03-13 11:12:00,1
2019-03-13 11:15:00,8
2019-03-13 11:16:00,1
2019-03-13 11:18:00,2
2019-03-13 11:19:00,1
2019-03-13 11:20:00,1
2019-03-13 11:24:00,10
2019-03-13 11:26:00,2
2019-03-13 11:27:00,1
2019-03-13 11:31:00,10
2019-03-13 11:33:00,1
2019-03-13 11:34:00,3
2019-03-13 11:35:00,1
2019-03-13 11:36:00,2
2019-03-13 11:37:00,1
2019-03-13 11:38:00,3
2019-03-13 11:43:00,3
2019-03-13 11:44:00,2
2019-03-13 11:46:00,3
2019-03-13 11:51:00,10
2019-03-13 11:53:00,1
2019-03-13 11:57:00,4
2019-03-13 11:58:00,6
2019-03-13 11:59:00,2
2019-03-13 12:01:00,3
2019-03-13 12:02:00,3
2019-03-13 12:04:00,4
2019-03-13 12:05:00,1
2019-03-13 12:06:00,1
2019-03-13 12:07:00,3
2019-03-13 12:08:00,1
2019-03-13 12:10:00,3
2019-03-13 12:15:00,9
2019-03-13 12:20:00,2
2019-03-13 12:21:00,8
2019-03-13 12:25:00,9
2019-03-13 12:26:00,1
2019-03-13 12:30:00,3
2019-03-13 12:31:00,7
2019-03-13 12:34:00,3
2019-03-13 12:35:00,1
2019-03-13 12:36:00,2
2019-03-13 12:40:00,4
2019-03-13 12:41:00,6
2019-03-13 12:43:00,1
2019-03-13 12:44:00,3
2019-03-13 12:45:00,2
2019-03-13 12:47:00,3
2019-03-13 12:51:00,10
2019-03-13 12:59:00,3
2019-03-13 13:02:00,2
2019-03-13 13:03:00,5
2019-03-13 13:04:00,1
2019-03-13 13:06:00,3
2019-03-13 13:08:00,2
2019-03-13 13:09:00,2
2019-03-13 13:10:00,2
2019-03-13 13:11:00,1
2019-03-13 13:12:00,2
2019-03-13 13:13:00,3
2019-03-13 13:15:00,2
2019-03-13 13:16:00,3
2019-03-13 13:17:00,2
2019-03-13 13:19:00,4
2019-03-13 13:21:00,2
2019-03-13 13:25:00,10
2019-03-13 13:27:00,2
2019-03-13 13:32:00,2
2019-03-13 13:33:00,1
2019-03-13 13:37:00,10
2019-03-13 13:41:00,6
2019-03-13 13:42:00,3
2019-03-13 13:43:00,2
2019-03-13 13:44:00,1
2019-03-13 13:45:00,1
2019-03-13 13:46:00,1
2019-03-13 13:47:00,2
2019-03-13 13:48:00,2
2019-03-13 13:52:00,1
2019-03-13 13:53:00,9
2019-03-13 14:03:00,6
2019-03-13 14:04:00,4
2019-03-13 14:08:00,2
2019-03-13 14:09:00,8
2019-03-13 14:13:00,2
2019-03-13 14:14:00,8
2019-03-13 14:17:00,3
2019-03-13 14:25:00,2
2019-03-13 14:26:00,1
2019-03-13 14:29:00,3
2019-03-13 14:30:00,7
2019-03-13 14:32:00,2
2019-03-13 14:33:00,3
2019-03-13 14:34:00,1
2019-03-13 14:35:00,2
2019-03-13 14:39:00,9
2019-03-13 14:40:00,1
2019-03-13 14:41:00,1
2019-03-13 14:42:00,3
2019-03-13 14:46:00,5
2019-03-13 14:47:00,4
2019-03-13 14:49:00,3
2019-03-13 14:51:00,2
2019-03-13 14:55:00,10
2019-03-13 14:56:00,1
2019-03-13 14:57:00,2
2019-03-13 14:58:00,2
2019-03-13 15:02:00,3
2019-03-13 15:03:00,7
2019-03-13 15:04:00,2
2019-03-13 15:06:00,4
2019-03-13 15:08:00,3
2019-03-13 15:10:00,3
2019-03-13 15:12:00,4
2019-03-13 15:16:00,3
2019-03-13 15:17:00,7
2019-03-13 15:21:00,5
2019-03-13 15:22:00,5
2019-03-13 15:23:00,2
2019-03-13 15:25:00,2
2019-03-13 15:26:00,3
2019-03-13 15:27:00,2
2019-03-13 15:28:00,1
2019-03-13 15:29:00,1
2019-03-13 15:33:00,10
2019-03-13 15:35:00,2
2019-03-13 15:40:00,10
2019-03-13 15:44:00,5
2019-03-13 15:45:00,5
2019-03-13 15:47:00,1
2019-03-13 15:54:00,3
2019-03-13 15:55:00,5
2019-03-13 16:01:00,2
2019-03-13 16:02:00,3
2019-03-13 16:03:00,2
2019-03-13 16:04:00,1
2019-03-13 16:06:00,2
2019-03-13 16:07:00,2
2019-03-13 16:08:00,1
2019-03-13 16:12:00,10
2019-03-13 16:16:00,6
2019-03-13 16:18:00,2
2019-03-13 16:20:00,3
2019-03-13 16:21:00,1
2019-03-13 16:22:00,2
2019-03-13 16:23:00,1
2019-03-13 16:24:00,1
2019-03-13 17:15:00,10
