434,select * from dbo.fDocColumns(&&&)
2019-12-12 00:10:00,2
2019-12-12 00:16:00,2
2019-12-12 00:40:00,4
2019-12-12 00:41:00,1
2019-12-12 00:50:00,1
2019-12-12 00:53:00,1
2019-12-12 00:54:00,1
2019-12-12 02:31:00,1
2019-12-12 02:46:00,1
2019-12-12 03:25:00,2
2019-12-12 03:35:00,2
2019-12-12 03:37:00,1
2019-12-12 03:38:00,1
2019-12-12 03:40:00,12
2019-12-12 03:41:00,8
2019-12-12 03:42:00,9
2019-12-12 03:43:00,14
2019-12-12 03:44:00,19
2019-12-12 03:45:00,23
2019-12-12 03:46:00,11
2019-12-12 03:47:00,9
2019-12-12 03:48:00,19
2019-12-12 03:49:00,19
2019-12-12 03:50:00,20
2019-12-12 03:51:00,5
2019-12-12 03:52:00,11
2019-12-12 03:53:00,11
2019-12-12 03:54:00,4
2019-12-12 03:55:00,26
2019-12-12 04:02:00,2
2019-12-12 04:12:00,10
2019-12-12 04:13:00,8
2019-12-12 04:22:00,1
2019-12-12 04:23:00,4
2019-12-12 04:24:00,4
2019-12-12 04:25:00,15
2019-12-12 04:47:00,2
2019-12-12 04:57:00,2
2019-12-12 05:02:00,2
2019-12-12 05:12:00,2
2019-12-12 05:31:00,1
2019-12-12 05:38:00,2
2019-12-12 05:46:00,1
2019-12-12 06:10:00,2
2019-12-12 07:52:00,1
2019-12-12 08:06:00,1
2019-12-12 08:07:00,1
2019-12-12 08:17:00,1
2019-12-12 09:32:00,2
2019-12-12 10:15:00,3
2019-12-12 10:19:00,2
2019-12-12 10:26:00,2
2019-12-12 10:33:00,2
2019-12-12 10:40:00,3
2019-12-12 10:41:00,3
2019-12-12 10:57:00,5
2019-12-12 12:08:00,2
2019-12-12 12:25:00,2
2019-12-12 12:56:00,3
2019-12-12 13:46:00,3
2019-12-12 13:49:00,1
2019-12-12 13:50:00,1
2019-12-12 13:51:00,2
2019-12-12 13:57:00,1
2019-12-12 13:58:00,1
2019-12-12 14:33:00,2
2019-12-12 14:49:00,3
2019-12-12 15:02:00,1
2019-12-12 15:14:00,1
2019-12-12 15:17:00,3
2019-12-12 15:48:00,2
2019-12-12 15:54:00,3
2019-12-12 15:55:00,3
2019-12-12 15:58:00,3
2019-12-12 15:59:00,1
2019-12-12 16:00:00,2
2019-12-12 16:07:00,2
2019-12-12 16:14:00,2
2019-12-12 16:21:00,2
2019-12-12 16:47:00,2
2019-12-12 16:48:00,1
2019-12-12 16:49:00,5
2019-12-12 16:50:00,2
2019-12-12 16:53:00,2
2019-12-12 17:43:00,2
2019-12-12 19:01:00,3
2019-12-12 19:02:00,5
2019-12-12 19:25:00,2
2019-12-12 19:59:00,2
2019-12-12 20:19:00,1
2019-12-12 20:49:00,1
2019-12-12 21:05:00,1
2019-12-12 21:06:00,3
2019-12-12 21:16:00,1
2019-12-12 22:35:00,1
2019-12-12 22:41:00,2
2019-12-12 22:45:00,2
2019-12-12 22:50:00,2
2019-12-12 22:53:00,3
2019-12-12 22:54:00,8
2019-12-12 23:03:00,8
2019-12-12 23:14:00,3
2019-12-12 23:39:00,2
