693,"select [indexMapID],[code],[type],[tableName],[fieldList],[foreignKey] from IndexMap  where tableName=&&& order by [indexMapId]"
2019-12-12 01:53:00,42
2019-12-12 03:20:00,18
2019-12-12 03:50:00,60
2019-12-12 04:15:00,18
2019-12-12 04:18:00,42
2019-12-12 04:21:00,38
2019-12-12 05:03:00,42
2019-12-12 06:57:00,42
2019-12-12 08:49:00,42
2019-12-12 08:57:00,42
2019-12-12 09:00:00,42
2019-12-12 09:31:00,42
2019-12-12 10:43:00,18
2019-12-12 10:50:00,42
2019-12-12 12:37:00,42
2019-12-12 15:37:00,18
2019-12-12 19:04:00,1
2019-12-12 19:20:00,42
2019-12-12 23:36:00,18
2019-12-12 23:54:00,42
