96,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-12-12 00:45:00,1
2019-12-12 01:45:00,1
2019-12-12 02:38:00,2
2019-12-12 02:39:00,1
2019-12-12 02:45:00,1
2019-12-12 03:44:00,1
2019-12-12 04:45:00,1
2019-12-12 05:37:00,1
2019-12-12 05:45:00,1
2019-12-12 06:03:00,1
2019-12-12 06:08:00,1
2019-12-12 06:20:00,1
2019-12-12 06:45:00,1
2019-12-12 06:48:00,1
2019-12-12 06:50:00,1
2019-12-12 07:11:00,1
2019-12-12 07:45:00,1
2019-12-12 08:24:00,3
2019-12-12 08:25:00,6
2019-12-12 08:27:00,1
2019-12-12 08:45:00,1
2019-12-12 09:29:00,1
2019-12-12 09:45:00,1
2019-12-12 09:52:00,1
2019-12-12 09:59:00,1
2019-12-12 10:14:00,7
2019-12-12 10:15:00,2
2019-12-12 10:45:00,1
2019-12-12 11:45:00,1
2019-12-12 12:45:00,10
2019-12-12 13:19:00,9
2019-12-12 13:46:00,1
2019-12-12 14:45:00,1
2019-12-12 15:45:00,1
2019-12-12 16:45:00,1
2019-12-12 16:47:00,9
2019-12-12 17:05:00,9
2019-12-12 17:20:00,9
2019-12-12 17:45:00,1
2019-12-12 18:45:00,1
