10,select top # * from [RC3]
2019-12-12 05:13:00,2
2019-12-12 05:16:00,1
2019-12-12 05:20:00,2
2019-12-12 05:26:00,1
2019-12-12 05:28:00,1
2019-12-12 05:29:00,1
2019-12-12 05:30:00,1
2019-12-12 05:32:00,1
