3880,"select name, type from DBObjects where type=&&& and access=&&& and name NOT IN (&&&, &&&) order by name"
2019-12-12 00:12:00,3
2019-12-12 00:15:00,3
2019-12-12 00:16:00,3
2019-12-12 00:18:00,3
2019-12-12 00:22:00,3
2019-12-12 00:24:00,21
2019-12-12 00:25:00,15
2019-12-12 00:26:00,15
2019-12-12 00:27:00,9
2019-12-12 00:28:00,12
2019-12-12 00:30:00,9
2019-12-12 00:37:00,3
2019-12-12 00:39:00,6
2019-12-12 00:41:00,3
2019-12-12 00:43:00,9
2019-12-12 00:44:00,3
2019-12-12 00:47:00,3
2019-12-12 00:48:00,6
2019-12-12 00:49:00,6
2019-12-12 00:50:00,12
2019-12-12 00:51:00,9
2019-12-12 00:52:00,6
2019-12-12 00:53:00,12
2019-12-12 00:54:00,6
2019-12-12 00:55:00,6
2019-12-12 00:56:00,6
2019-12-12 01:07:00,3
2019-12-12 01:09:00,12
2019-12-12 01:10:00,9
2019-12-12 01:14:00,3
2019-12-12 01:26:00,3
2019-12-12 01:27:00,3
2019-12-12 01:35:00,3
2019-12-12 01:39:00,3
2019-12-12 01:47:00,3
2019-12-12 01:48:00,3
2019-12-12 01:49:00,6
2019-12-12 01:50:00,3
2019-12-12 01:56:00,3
2019-12-12 02:00:00,6
2019-12-12 02:09:00,3
2019-12-12 02:10:00,3
2019-12-12 02:11:00,6
2019-12-12 02:12:00,15
2019-12-12 02:13:00,3
2019-12-12 02:21:00,3
2019-12-12 02:25:00,3
2019-12-12 02:27:00,3
2019-12-12 02:28:00,6
2019-12-12 02:30:00,3
2019-12-12 02:31:00,15
2019-12-12 02:32:00,15
2019-12-12 02:33:00,15
2019-12-12 02:34:00,6
2019-12-12 02:37:00,9
2019-12-12 02:38:00,12
2019-12-12 03:00:00,3
2019-12-12 03:03:00,3
2019-12-12 03:04:00,3
2019-12-12 03:14:00,3
2019-12-12 03:22:00,3
2019-12-12 03:25:00,7
2019-12-12 03:26:00,3
2019-12-12 03:30:00,3
2019-12-12 03:35:00,10
2019-12-12 03:37:00,3
2019-12-12 03:38:00,6
2019-12-12 03:39:00,11
2019-12-12 03:40:00,43
2019-12-12 03:41:00,33
2019-12-12 03:42:00,43
2019-12-12 03:43:00,60
2019-12-12 03:44:00,70
2019-12-12 03:45:00,97
2019-12-12 03:46:00,51
2019-12-12 03:47:00,35
2019-12-12 03:48:00,81
2019-12-12 03:49:00,77
2019-12-12 03:50:00,98
2019-12-12 03:51:00,19
2019-12-12 03:52:00,59
2019-12-12 03:53:00,48
2019-12-12 03:54:00,17
2019-12-12 03:55:00,10
2019-12-12 04:00:00,3
2019-12-12 04:03:00,3
2019-12-12 04:14:00,9
2019-12-12 04:21:00,3
2019-12-12 04:28:00,6
2019-12-12 04:29:00,15
2019-12-12 04:30:00,12
2019-12-12 04:31:00,15
2019-12-12 04:32:00,15
2019-12-12 04:33:00,3
2019-12-12 04:35:00,3
2019-12-12 04:48:00,3
2019-12-12 04:53:00,3
2019-12-12 04:54:00,3
2019-12-12 05:02:00,3
2019-12-12 05:09:00,12
2019-12-12 05:10:00,12
2019-12-12 05:11:00,15
2019-12-12 05:13:00,6
2019-12-12 05:14:00,9
2019-12-12 05:15:00,6
2019-12-12 05:16:00,3
2019-12-12 05:17:00,9
2019-12-12 05:18:00,9
2019-12-12 05:19:00,6
2019-12-12 05:20:00,6
2019-12-12 05:23:00,3
2019-12-12 05:24:00,3
2019-12-12 05:27:00,3
2019-12-12 05:28:00,9
2019-12-12 05:29:00,6
2019-12-12 05:31:00,6
2019-12-12 05:32:00,9
2019-12-12 05:33:00,9
