4,"select s.specobjid, s.z, SL.ew as EW_Ha, p.objid, p.petromag_u, p.petromag_g, p.petromag_r, p.petromag_i, p.petromag_z from photoprimary p   join specobj s   on p.objid = s.bestobjid   join SpecLine SL   on s.specobjid = SL.specobjid WHERE   s.z > #   and   SL.lineID = #)   as f   JOIN   SpecLine SL   ON   f.specobjid = SL.specobjid WHERE   SL.lineID = #"
2019-12-12 01:39:00,1
2019-12-12 01:42:00,1
2019-12-12 02:13:00,1
2019-12-12 02:15:00,1
