267,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-04-11 07:02:00,1
2019-04-11 07:05:00,2
2019-04-11 07:08:00,1
2019-04-11 07:10:00,1
2019-04-11 07:13:00,1
2019-04-11 08:02:00,1
2019-04-11 08:05:00,1
2019-04-11 08:08:00,1
2019-04-11 08:35:00,6
2019-04-11 08:40:00,3
2019-04-11 08:50:00,14
2019-04-11 08:55:00,4
2019-04-11 09:35:00,3
2019-04-11 09:40:00,2
2019-04-11 10:50:00,1
2019-04-11 11:50:00,4
2019-04-11 11:55:00,3
2019-04-11 12:05:00,2
2019-04-11 12:10:00,1
2019-04-11 12:15:00,1
2019-04-11 12:20:00,1
2019-04-11 12:35:00,2
2019-04-11 12:39:00,1
2019-04-11 12:40:00,2
2019-04-11 13:05:00,4
2019-04-11 13:10:00,3
2019-04-11 13:15:00,1
2019-04-11 13:20:00,1
2019-04-11 13:40:00,2
2019-04-11 14:00:00,1
2019-04-11 14:05:00,1
2019-04-11 14:50:00,3
2019-04-11 14:55:00,1
2019-04-11 15:20:00,2
2019-04-11 15:36:00,1
2019-04-11 16:00:00,9
2019-04-11 16:05:00,9
2019-04-11 16:15:00,2
2019-04-11 16:37:00,1
2019-04-11 16:40:00,2
2019-04-11 16:44:00,1
2019-04-11 16:45:00,1
2019-04-11 16:59:00,1
2019-04-11 17:15:00,1
2019-04-11 17:36:00,1
2019-04-11 17:40:00,4
2019-04-11 17:42:00,1
2019-04-11 17:46:00,1
2019-04-11 17:58:00,1
2019-04-11 18:20:00,1
2019-04-11 18:33:00,1
2019-04-11 18:35:00,6
2019-04-11 18:39:00,1
2019-04-11 18:40:00,1
2019-04-11 18:45:00,1
2019-04-11 18:51:00,1
2019-04-11 18:55:00,5
2019-04-11 19:00:00,1
2019-04-11 19:04:00,1
2019-04-11 19:11:00,1
2019-04-11 19:20:00,5
2019-04-11 19:25:00,1
2019-04-11 19:30:00,1
2019-04-11 19:35:00,1
2019-04-11 19:55:00,4
2019-04-11 20:00:00,2
2019-04-11 20:03:00,1
2019-04-11 20:05:00,2
2019-04-11 20:09:00,1
2019-04-11 20:15:00,1
2019-04-11 20:20:00,1
2019-04-11 20:25:00,6
2019-04-11 21:04:00,1
2019-04-11 21:05:00,4
2019-04-11 21:09:00,1
2019-04-11 21:16:00,1
2019-04-11 21:17:00,1
2019-04-11 21:20:00,5
2019-04-11 21:21:00,1
2019-04-11 21:24:00,1
2019-04-11 21:25:00,2
2019-04-11 21:28:00,1
2019-04-11 21:35:00,4
2019-04-11 21:40:00,5
2019-04-11 22:05:00,10
2019-04-11 22:10:00,7
2019-04-11 22:44:00,1
2019-04-11 22:45:00,17
2019-04-11 22:50:00,7
2019-04-11 22:55:00,1
2019-04-11 23:03:00,1
2019-04-11 23:10:00,1
2019-04-11 23:15:00,2
2019-04-11 23:19:00,15
2019-04-11 23:20:00,5
2019-04-11 23:25:00,4
2019-04-11 23:41:00,1
2019-04-11 23:47:00,1
2019-04-11 23:50:00,3
2019-04-11 23:53:00,1
2019-04-11 23:55:00,2
2019-04-11 23:59:00,1
