124,"SELECT p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, psfFlux_u, psfFlux_g, psfFlux_r, psfFlux_i, psfFlux_z FROM PhotoObj p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-04-11 14:00:00,3
2019-04-11 14:01:00,3
2019-04-11 14:02:00,4
2019-04-11 14:03:00,5
2019-04-11 14:04:00,2
2019-04-11 15:03:00,1
2019-04-11 15:04:00,3
2019-04-11 15:05:00,2
2019-04-11 15:06:00,4
2019-04-11 15:07:00,2
2019-04-11 15:08:00,5
2019-04-11 15:09:00,3
2019-04-11 15:12:00,2
2019-04-11 15:14:00,1
2019-04-11 15:15:00,1
2019-04-11 15:18:00,1
2019-04-11 15:19:00,2
2019-04-11 15:21:00,2
2019-04-11 15:22:00,2
2019-04-11 15:23:00,3
2019-04-11 15:24:00,2
2019-04-11 15:25:00,1
2019-04-11 15:26:00,1
2019-04-11 15:27:00,4
2019-04-11 15:28:00,3
2019-04-11 15:29:00,2
2019-04-11 15:30:00,4
2019-04-11 15:31:00,4
2019-04-11 15:32:00,4
2019-04-11 15:34:00,2
2019-04-11 15:35:00,2
2019-04-11 15:36:00,1
2019-04-11 15:37:00,1
2019-04-11 15:38:00,1
2019-04-11 15:40:00,3
2019-04-11 15:41:00,1
2019-04-11 15:43:00,2
2019-04-11 15:45:00,1
2019-04-11 15:53:00,1
2019-04-11 15:54:00,1
2019-04-11 15:55:00,2
2019-04-11 15:56:00,1
2019-04-11 15:57:00,1
2019-04-11 15:58:00,1
2019-04-11 15:59:00,1
2019-04-11 16:00:00,2
2019-04-11 16:01:00,2
2019-04-11 16:02:00,2
2019-04-11 16:03:00,2
2019-04-11 16:04:00,1
2019-04-11 16:05:00,1
2019-04-11 16:10:00,2
2019-04-11 16:11:00,1
2019-04-11 16:12:00,2
2019-04-11 16:13:00,1
2019-04-11 16:14:00,2
2019-04-11 16:15:00,1
2019-04-11 16:16:00,2
2019-04-11 16:17:00,1
2019-04-11 16:18:00,1
2019-04-11 16:19:00,2
2019-04-11 16:21:00,1
