46,"select p.ObjID, p.ra, p.dec, p.u, p.Err_u, p.g, p.Err_g, p.r, p.Err_r, p.i,p.Err_i, p.z, p.Err_z from photoObj p, dbo.fGetNearbyObjEq(#,#,#) n where p.objID = n.objID AND p.type = #"
2019-04-11 00:00:00,1
2019-04-11 00:03:00,1
2019-04-11 00:05:00,1
2019-04-11 00:09:00,1
2019-04-11 00:11:00,1
2019-04-11 00:12:00,1
2019-04-11 00:15:00,1
2019-04-11 00:17:00,1
2019-04-11 00:19:00,1
2019-04-11 00:21:00,1
2019-04-11 03:33:00,1
2019-04-11 03:37:00,1
2019-04-11 03:41:00,1
2019-04-11 04:50:00,1
2019-04-11 04:51:00,1
2019-04-11 04:53:00,1
2019-04-11 04:59:00,1
2019-04-11 05:00:00,1
2019-04-11 05:01:00,1
2019-04-11 05:02:00,1
2019-04-11 05:04:00,1
2019-04-11 05:11:00,2
2019-04-11 05:12:00,1
2019-04-11 06:38:00,1
2019-04-11 06:46:00,1
2019-04-11 06:54:00,1
2019-04-11 07:03:00,1
2019-04-11 07:05:00,1
2019-04-11 07:14:00,1
2019-04-11 07:52:00,1
2019-04-11 07:57:00,1
2019-04-11 08:04:00,1
2019-04-11 08:22:00,1
2019-04-11 08:29:00,1
2019-04-11 08:33:00,1
2019-04-11 08:41:00,1
2019-04-11 08:48:00,1
2019-04-11 08:55:00,1
2019-04-11 23:22:00,1
2019-04-11 23:30:00,1
2019-04-11 23:35:00,1
2019-04-11 23:42:00,1
2019-04-11 23:47:00,1
2019-04-11 23:51:00,1
2019-04-11 23:59:00,1
