11088,"SELECT TOP # p.objid,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID"
2019-04-11 00:00:00,8
2019-04-11 00:01:00,28
2019-04-11 00:03:00,12
2019-04-11 00:04:00,18
2019-04-11 00:05:00,2
2019-04-11 00:07:00,5
2019-04-11 00:09:00,5
2019-04-11 00:10:00,8
2019-04-11 00:11:00,28
2019-04-11 00:13:00,11
2019-04-11 00:14:00,17
2019-04-11 00:15:00,2
2019-04-11 00:17:00,5
2019-04-11 00:19:00,5
2019-04-11 00:20:00,8
2019-04-11 00:21:00,28
2019-04-11 00:23:00,12
2019-04-11 00:24:00,16
2019-04-11 00:25:00,2
2019-04-11 00:27:00,5
2019-04-11 00:29:00,4
2019-04-11 00:30:00,9
2019-04-11 00:31:00,28
2019-04-11 00:33:00,6
2019-04-11 00:34:00,22
2019-04-11 00:35:00,2
2019-04-11 00:37:00,5
2019-04-11 00:39:00,5
2019-04-11 00:40:00,8
2019-04-11 00:41:00,28
2019-04-11 00:43:00,6
2019-04-11 00:44:00,22
2019-04-11 00:45:00,2
2019-04-11 00:47:00,5
2019-04-11 00:49:00,5
2019-04-11 00:50:00,8
2019-04-11 00:51:00,28
2019-04-11 00:53:00,6
2019-04-11 00:54:00,22
2019-04-11 00:55:00,2
2019-04-11 00:57:00,5
2019-04-11 00:59:00,3
2019-04-11 01:00:00,10
2019-04-11 01:01:00,28
2019-04-11 01:03:00,6
2019-04-11 01:04:00,22
2019-04-11 01:05:00,2
2019-04-11 01:07:00,6
2019-04-11 01:09:00,3
2019-04-11 01:10:00,10
2019-04-11 01:11:00,28
2019-04-11 01:13:00,6
2019-04-11 01:14:00,22
2019-04-11 01:15:00,3
2019-04-11 01:17:00,5
2019-04-11 01:19:00,3
2019-04-11 01:20:00,11
2019-04-11 01:21:00,28
2019-04-11 01:23:00,6
2019-04-11 01:24:00,22
2019-04-11 01:25:00,2
2019-04-11 01:27:00,5
2019-04-11 01:29:00,3
2019-04-11 01:30:00,10
2019-04-11 01:31:00,28
2019-04-11 01:33:00,6
2019-04-11 01:34:00,22
2019-04-11 01:35:00,2
2019-04-11 01:37:00,5
2019-04-11 01:39:00,3
2019-04-11 01:40:00,10
2019-04-11 01:41:00,28
2019-04-11 01:43:00,6
2019-04-11 01:44:00,22
2019-04-11 01:45:00,2
2019-04-11 01:47:00,5
2019-04-11 01:49:00,3
2019-04-11 01:50:00,10
2019-04-11 01:51:00,28
2019-04-11 01:53:00,6
2019-04-11 01:54:00,22
2019-04-11 01:55:00,2
2019-04-11 01:57:00,5
2019-04-11 01:59:00,3
2019-04-11 02:00:00,10
2019-04-11 02:01:00,28
2019-04-11 02:03:00,6
2019-04-11 02:04:00,24
2019-04-11 02:05:00,2
2019-04-11 02:07:00,5
2019-04-11 02:09:00,3
2019-04-11 02:10:00,10
2019-04-11 02:11:00,28
2019-04-11 02:13:00,6
2019-04-11 02:14:00,22
2019-04-11 02:15:00,2
2019-04-11 02:17:00,5
2019-04-11 02:19:00,3
2019-04-11 02:20:00,10
2019-04-11 02:21:00,30
2019-04-11 02:23:00,6
2019-04-11 02:24:00,22
2019-04-11 02:25:00,2
2019-04-11 02:27:00,5
2019-04-11 02:29:00,3
2019-04-11 02:30:00,10
2019-04-11 02:31:00,28
2019-04-11 02:33:00,6
2019-04-11 02:34:00,22
2019-04-11 02:35:00,2
2019-04-11 02:37:00,5
2019-04-11 02:39:00,3
2019-04-11 02:40:00,10
2019-04-11 02:41:00,30
2019-04-11 02:43:00,6
2019-04-11 02:44:00,22
2019-04-11 02:45:00,2
2019-04-11 02:47:00,5
2019-04-11 02:49:00,3
2019-04-11 02:50:00,10
2019-04-11 02:51:00,28
2019-04-11 02:53:00,6
2019-04-11 02:54:00,22
2019-04-11 02:55:00,2
2019-04-11 02:57:00,5
2019-04-11 02:59:00,3
2019-04-11 03:00:00,10
2019-04-11 03:01:00,28
2019-04-11 03:03:00,6
2019-04-11 03:04:00,21
2019-04-11 03:05:00,2
2019-04-11 03:07:00,5
2019-04-11 03:09:00,3
2019-04-11 03:10:00,10
2019-04-11 03:11:00,28
2019-04-11 03:13:00,6
2019-04-11 03:14:00,22
2019-04-11 03:15:00,2
2019-04-11 03:17:00,5
2019-04-11 03:19:00,3
2019-04-11 03:20:00,10
2019-04-11 03:21:00,28
2019-04-11 03:23:00,6
2019-04-11 03:24:00,22
2019-04-11 03:25:00,2
2019-04-11 03:27:00,5
2019-04-11 03:29:00,3
2019-04-11 03:30:00,10
2019-04-11 03:31:00,28
2019-04-11 03:33:00,6
2019-04-11 03:34:00,22
2019-04-11 03:35:00,2
2019-04-11 03:37:00,5
2019-04-11 03:39:00,3
2019-04-11 03:40:00,10
2019-04-11 03:41:00,28
2019-04-11 03:43:00,6
2019-04-11 03:44:00,22
2019-04-11 03:45:00,2
2019-04-11 03:47:00,5
2019-04-11 03:49:00,3
2019-04-11 03:50:00,10
2019-04-11 03:51:00,28
2019-04-11 03:53:00,6
2019-04-11 03:54:00,24
2019-04-11 03:55:00,2
2019-04-11 03:57:00,5
2019-04-11 03:59:00,3
2019-04-11 04:00:00,10
2019-04-11 04:01:00,28
2019-04-11 04:03:00,6
2019-04-11 04:04:00,23
2019-04-11 04:05:00,2
2019-04-11 04:07:00,5
2019-04-11 04:09:00,3
2019-04-11 04:10:00,10
2019-04-11 04:11:00,28
2019-04-11 04:13:00,6
2019-04-11 04:14:00,22
2019-04-11 04:15:00,2
2019-04-11 04:17:00,5
2019-04-11 04:19:00,3
2019-04-11 04:20:00,10
2019-04-11 04:21:00,28
2019-04-11 04:23:00,6
2019-04-11 04:24:00,24
2019-04-11 04:25:00,2
2019-04-11 04:27:00,5
2019-04-11 04:29:00,3
2019-04-11 04:30:00,10
2019-04-11 04:31:00,28
2019-04-11 04:33:00,6
2019-04-11 04:34:00,22
2019-04-11 04:35:00,2
2019-04-11 04:37:00,5
2019-04-11 04:39:00,3
2019-04-11 04:40:00,12
2019-04-11 04:41:00,28
2019-04-11 04:43:00,6
2019-04-11 04:44:00,22
2019-04-11 04:45:00,2
2019-04-11 04:47:00,5
2019-04-11 04:49:00,3
2019-04-11 04:50:00,10
2019-04-11 04:51:00,28
2019-04-11 04:53:00,6
2019-04-11 04:54:00,22
2019-04-11 04:55:00,2
2019-04-11 04:57:00,5
2019-04-11 04:59:00,3
2019-04-11 05:00:00,10
2019-04-11 05:01:00,30
2019-04-11 05:03:00,6
2019-04-11 05:04:00,21
2019-04-11 05:05:00,2
2019-04-11 05:07:00,5
2019-04-11 05:09:00,3
2019-04-11 05:10:00,12
2019-04-11 05:11:00,28
2019-04-11 05:13:00,6
2019-04-11 05:14:00,22
2019-04-11 05:15:00,2
2019-04-11 05:17:00,5
2019-04-11 05:19:00,3
2019-04-11 05:20:00,10
2019-04-11 05:21:00,32
2019-04-11 05:23:00,6
2019-04-11 05:24:00,22
2019-04-11 05:25:00,2
2019-04-11 05:27:00,5
2019-04-11 05:29:00,3
2019-04-11 05:30:00,10
2019-04-11 05:31:00,28
2019-04-11 05:33:00,6
2019-04-11 05:34:00,22
2019-04-11 05:35:00,2
2019-04-11 05:37:00,5
2019-04-11 05:38:00,1
2019-04-11 05:39:00,3
2019-04-11 05:40:00,10
2019-04-11 05:41:00,28
2019-04-11 05:43:00,6
2019-04-11 05:44:00,23
2019-04-11 05:45:00,2
2019-04-11 05:47:00,5
2019-04-11 05:49:00,3
2019-04-11 05:50:00,10
2019-04-11 05:51:00,28
2019-04-11 05:53:00,6
2019-04-11 05:54:00,22
2019-04-11 05:55:00,2
2019-04-11 05:57:00,5
2019-04-11 05:59:00,2
2019-04-11 06:00:00,11
2019-04-11 06:01:00,28
2019-04-11 06:03:00,6
2019-04-11 06:04:00,22
2019-04-11 06:05:00,2
2019-04-11 06:07:00,5
2019-04-11 06:09:00,2
2019-04-11 06:10:00,11
2019-04-11 06:11:00,28
2019-04-11 06:13:00,6
2019-04-11 06:14:00,22
2019-04-11 06:15:00,2
2019-04-11 06:17:00,5
2019-04-11 06:19:00,2
2019-04-11 06:20:00,11
2019-04-11 06:21:00,28
2019-04-11 06:23:00,6
2019-04-11 06:24:00,22
2019-04-11 06:25:00,2
2019-04-11 06:27:00,5
2019-04-11 06:29:00,2
2019-04-11 06:30:00,11
2019-04-11 06:31:00,28
2019-04-11 06:33:00,6
2019-04-11 06:34:00,22
2019-04-11 06:35:00,2
2019-04-11 06:37:00,5
2019-04-11 06:39:00,2
2019-04-11 06:40:00,11
2019-04-11 06:41:00,28
2019-04-11 06:43:00,6
2019-04-11 06:44:00,22
2019-04-11 06:45:00,2
2019-04-11 06:47:00,5
2019-04-11 06:49:00,2
2019-04-11 06:50:00,11
2019-04-11 06:51:00,28
2019-04-11 06:53:00,6
2019-04-11 06:54:00,22
2019-04-11 06:55:00,2
2019-04-11 06:57:00,5
2019-04-11 06:59:00,2
2019-04-11 07:00:00,11
2019-04-11 07:01:00,28
2019-04-11 07:03:00,6
2019-04-11 07:04:00,22
2019-04-11 07:05:00,1
2019-04-11 07:06:00,1
2019-04-11 07:07:00,5
2019-04-11 07:09:00,1
2019-04-11 07:10:00,12
2019-04-11 07:11:00,30
2019-04-11 07:13:00,6
2019-04-11 07:14:00,22
2019-04-11 07:15:00,1
2019-04-11 07:16:00,1
2019-04-11 07:17:00,5
2019-04-11 07:19:00,1
2019-04-11 07:20:00,12
2019-04-11 07:21:00,28
2019-04-11 07:23:00,6
2019-04-11 07:24:00,24
2019-04-11 07:25:00,1
2019-04-11 07:26:00,1
2019-04-11 07:27:00,5
2019-04-11 07:29:00,1
2019-04-11 07:30:00,13
2019-04-11 07:31:00,29
2019-04-11 07:33:00,6
2019-04-11 07:34:00,22
2019-04-11 07:35:00,1
2019-04-11 07:36:00,1
2019-04-11 07:37:00,5
2019-04-11 07:39:00,1
2019-04-11 07:40:00,12
2019-04-11 07:41:00,28
2019-04-11 07:43:00,6
2019-04-11 07:44:00,20
2019-04-11 07:45:00,1
2019-04-11 07:46:00,3
2019-04-11 07:47:00,5
2019-04-11 07:49:00,1
2019-04-11 07:50:00,12
2019-04-11 07:51:00,30
2019-04-11 07:53:00,6
2019-04-11 07:54:00,20
2019-04-11 07:55:00,1
2019-04-11 07:56:00,3
2019-04-11 07:57:00,5
2019-04-11 07:59:00,1
2019-04-11 08:00:00,12
2019-04-11 08:01:00,28
2019-04-11 08:03:00,6
2019-04-11 08:04:00,20
2019-04-11 08:05:00,1
2019-04-11 08:06:00,3
2019-04-11 08:07:00,5
2019-04-11 08:09:00,1
2019-04-11 08:10:00,12
2019-04-11 08:11:00,28
2019-04-11 08:13:00,6
2019-04-11 08:14:00,20
2019-04-11 08:16:00,4
2019-04-11 08:17:00,5
2019-04-11 08:19:00,1
2019-04-11 08:20:00,12
2019-04-11 08:21:00,28
2019-04-11 08:23:00,6
2019-04-11 08:24:00,20
2019-04-11 08:26:00,4
2019-04-11 08:27:00,5
2019-04-11 08:29:00,1
2019-04-11 08:30:00,12
2019-04-11 08:31:00,28
2019-04-11 08:33:00,6
2019-04-11 08:34:00,20
2019-04-11 08:36:00,4
2019-04-11 08:37:00,5
2019-04-11 08:39:00,1
2019-04-11 08:40:00,12
2019-04-11 08:41:00,30
2019-04-11 08:43:00,6
2019-04-11 08:44:00,20
2019-04-11 08:46:00,4
2019-04-11 08:47:00,5
2019-04-11 08:48:00,1
2019-04-11 08:49:00,1
2019-04-11 08:50:00,12
2019-04-11 08:51:00,30
2019-04-11 08:53:00,6
2019-04-11 08:54:00,20
2019-04-11 08:56:00,4
2019-04-11 08:57:00,5
2019-04-11 08:59:00,1
2019-04-11 09:00:00,12
2019-04-11 09:01:00,28
2019-04-11 09:03:00,6
2019-04-11 09:04:00,20
2019-04-11 09:06:00,4
2019-04-11 09:07:00,5
2019-04-11 09:09:00,1
2019-04-11 09:10:00,13
2019-04-11 09:11:00,28
2019-04-11 09:13:00,6
2019-04-11 09:14:00,20
2019-04-11 09:16:00,4
2019-04-11 09:17:00,5
2019-04-11 09:19:00,1
2019-04-11 09:20:00,12
2019-04-11 09:21:00,22
2019-04-11 09:22:00,6
2019-04-11 09:23:00,6
2019-04-11 09:24:00,20
2019-04-11 09:26:00,4
2019-04-11 09:27:00,5
2019-04-11 09:29:00,1
2019-04-11 09:30:00,12
2019-04-11 09:31:00,22
2019-04-11 09:32:00,6
2019-04-11 09:33:00,6
2019-04-11 09:34:00,20
2019-04-11 09:36:00,4
2019-04-11 09:37:00,5
2019-04-11 09:39:00,1
2019-04-11 09:40:00,12
2019-04-11 09:41:00,22
2019-04-11 09:42:00,8
2019-04-11 09:43:00,6
2019-04-11 09:44:00,20
2019-04-11 09:46:00,4
2019-04-11 09:47:00,5
2019-04-11 09:49:00,1
2019-04-11 09:50:00,12
2019-04-11 09:51:00,22
2019-04-11 09:52:00,6
2019-04-11 09:53:00,6
2019-04-11 09:54:00,20
2019-04-11 09:56:00,4
2019-04-11 09:57:00,5
2019-04-11 09:59:00,1
2019-04-11 10:00:00,12
2019-04-11 10:01:00,24
2019-04-11 10:02:00,6
2019-04-11 10:03:00,6
2019-04-11 10:04:00,20
2019-04-11 10:06:00,4
2019-04-11 10:07:00,5
2019-04-11 10:09:00,1
2019-04-11 10:10:00,12
2019-04-11 10:11:00,22
2019-04-11 10:12:00,6
2019-04-11 10:13:00,6
2019-04-11 10:14:00,20
2019-04-11 10:16:00,4
2019-04-11 10:17:00,5
2019-04-11 10:19:00,1
2019-04-11 10:20:00,12
2019-04-11 10:21:00,22
2019-04-11 10:22:00,8
2019-04-11 10:23:00,6
2019-04-11 10:24:00,20
2019-04-11 10:26:00,4
2019-04-11 10:27:00,3
2019-04-11 10:28:00,2
2019-04-11 10:29:00,1
2019-04-11 10:30:00,12
2019-04-11 10:31:00,22
2019-04-11 10:32:00,6
2019-04-11 10:33:00,6
2019-04-11 10:34:00,20
2019-04-11 10:36:00,4
2019-04-11 10:37:00,3
2019-04-11 10:38:00,2
2019-04-11 10:39:00,1
2019-04-11 10:40:00,12
2019-04-11 10:41:00,22
2019-04-11 10:42:00,6
2019-04-11 10:43:00,6
2019-04-11 10:44:00,20
2019-04-11 10:46:00,4
2019-04-11 10:47:00,3
2019-04-11 10:48:00,2
2019-04-11 10:49:00,1
2019-04-11 10:50:00,12
2019-04-11 10:51:00,22
2019-04-11 10:52:00,6
2019-04-11 10:53:00,6
2019-04-11 10:54:00,20
2019-04-11 10:56:00,4
2019-04-11 10:57:00,3
2019-04-11 10:58:00,2
2019-04-11 10:59:00,1
2019-04-11 11:00:00,12
2019-04-11 11:01:00,22
2019-04-11 11:02:00,6
2019-04-11 11:03:00,6
2019-04-11 11:04:00,20
2019-04-11 11:06:00,4
2019-04-11 11:08:00,5
2019-04-11 11:09:00,1
2019-04-11 11:10:00,12
2019-04-11 11:11:00,22
2019-04-11 11:12:00,6
2019-04-11 11:13:00,6
2019-04-11 11:14:00,20
2019-04-11 11:16:00,4
2019-04-11 11:18:00,5
2019-04-11 11:19:00,1
2019-04-11 11:20:00,12
2019-04-11 11:21:00,22
2019-04-11 11:22:00,6
2019-04-11 11:23:00,6
2019-04-11 11:24:00,20
2019-04-11 11:26:00,4
2019-04-11 11:28:00,5
2019-04-11 11:29:00,1
2019-04-11 11:30:00,12
2019-04-11 11:31:00,22
2019-04-11 11:32:00,6
2019-04-11 11:33:00,6
2019-04-11 11:34:00,20
2019-04-11 11:36:00,4
2019-04-11 11:38:00,5
2019-04-11 11:39:00,1
2019-04-11 11:40:00,12
2019-04-11 11:41:00,22
2019-04-11 11:42:00,6
2019-04-11 11:43:00,6
2019-04-11 11:44:00,22
2019-04-11 11:46:00,4
2019-04-11 11:48:00,5
2019-04-11 11:49:00,1
2019-04-11 11:50:00,12
2019-04-11 11:51:00,22
2019-04-11 11:52:00,6
2019-04-11 11:53:00,6
2019-04-11 11:54:00,22
2019-04-11 11:56:00,4
2019-04-11 11:58:00,5
2019-04-11 11:59:00,1
2019-04-11 12:00:00,12
2019-04-11 12:01:00,22
2019-04-11 12:02:00,6
2019-04-11 12:03:00,6
2019-04-11 12:04:00,20
2019-04-11 12:06:00,4
2019-04-11 12:08:00,5
2019-04-11 12:09:00,1
2019-04-11 12:10:00,12
2019-04-11 12:11:00,22
2019-04-11 12:12:00,6
2019-04-11 12:13:00,6
2019-04-11 12:14:00,20
2019-04-11 12:16:00,4
2019-04-11 12:18:00,5
2019-04-11 12:19:00,2
2019-04-11 12:20:00,12
2019-04-11 12:21:00,23
2019-04-11 12:22:00,6
2019-04-11 12:23:00,6
2019-04-11 12:24:00,20
2019-04-11 12:26:00,4
2019-04-11 12:28:00,5
2019-04-11 12:29:00,1
2019-04-11 12:30:00,14
2019-04-11 12:31:00,22
2019-04-11 12:32:00,6
2019-04-11 12:33:00,7
2019-04-11 12:34:00,20
2019-04-11 12:36:00,4
2019-04-11 12:38:00,5
2019-04-11 12:39:00,1
2019-04-11 12:40:00,12
2019-04-11 12:41:00,21
2019-04-11 12:42:00,7
2019-04-11 12:43:00,6
2019-04-11 12:44:00,20
2019-04-11 12:46:00,4
2019-04-11 12:48:00,7
2019-04-11 12:49:00,1
2019-04-11 12:50:00,12
2019-04-11 12:51:00,20
2019-04-11 12:52:00,8
2019-04-11 12:53:00,6
2019-04-11 12:54:00,20
2019-04-11 12:56:00,4
2019-04-11 12:58:00,5
2019-04-11 12:59:00,1
2019-04-11 13:00:00,12
2019-04-11 13:01:00,21
2019-04-11 13:02:00,7
2019-04-11 13:03:00,6
2019-04-11 13:04:00,20
2019-04-11 13:06:00,4
2019-04-11 13:08:00,5
2019-04-11 13:09:00,1
2019-04-11 13:10:00,13
2019-04-11 13:11:00,22
2019-04-11 13:12:00,7
2019-04-11 13:13:00,7
2019-04-11 13:14:00,20
2019-04-11 13:16:00,4
2019-04-11 13:18:00,5
2019-04-11 13:19:00,1
2019-04-11 13:20:00,12
2019-04-11 13:21:00,21
2019-04-11 13:22:00,7
2019-04-11 13:23:00,5
2019-04-11 13:24:00,21
2019-04-11 13:26:00,4
2019-04-11 13:28:00,7
2019-04-11 13:29:00,1
2019-04-11 13:30:00,12
2019-04-11 13:31:00,21
2019-04-11 13:32:00,7
2019-04-11 13:33:00,5
2019-04-11 13:34:00,21
2019-04-11 13:36:00,17
2019-04-11 13:38:00,5
2019-04-11 13:39:00,1
2019-04-11 13:40:00,12
2019-04-11 13:41:00,21
2019-04-11 13:42:00,7
2019-04-11 13:43:00,5
2019-04-11 13:44:00,8
2019-04-11 13:46:00,17
2019-04-11 13:48:00,7
2019-04-11 13:49:00,2
2019-04-11 13:50:00,13
2019-04-11 13:51:00,22
2019-04-11 13:52:00,10
2019-04-11 13:53:00,5
2019-04-11 13:54:00,8
2019-04-11 13:56:00,17
2019-04-11 13:58:00,6
2019-04-11 13:59:00,1
2019-04-11 14:00:00,12
2019-04-11 14:01:00,20
2019-04-11 14:02:00,8
2019-04-11 14:03:00,5
2019-04-11 14:04:00,8
2019-04-11 14:06:00,17
2019-04-11 14:08:00,5
2019-04-11 14:09:00,1
2019-04-11 14:10:00,12
2019-04-11 14:11:00,20
2019-04-11 14:12:00,8
2019-04-11 14:13:00,5
2019-04-11 14:14:00,8
2019-04-11 14:16:00,17
2019-04-11 14:18:00,7
2019-04-11 14:19:00,1
2019-04-11 14:20:00,12
2019-04-11 14:21:00,22
2019-04-11 14:22:00,8
2019-04-11 14:23:00,5
2019-04-11 14:24:00,8
2019-04-11 14:26:00,17
2019-04-11 14:28:00,5
2019-04-11 14:29:00,1
2019-04-11 14:30:00,12
2019-04-11 14:31:00,20
2019-04-11 14:32:00,8
2019-04-11 14:33:00,5
2019-04-11 14:34:00,8
2019-04-11 14:36:00,17
2019-04-11 14:38:00,6
2019-04-11 14:39:00,1
2019-04-11 14:40:00,12
2019-04-11 14:41:00,20
2019-04-11 14:42:00,8
2019-04-11 14:43:00,5
2019-04-11 14:44:00,8
2019-04-11 14:46:00,19
2019-04-11 14:48:00,5
2019-04-11 14:49:00,1
2019-04-11 14:50:00,12
2019-04-11 14:51:00,20
2019-04-11 14:52:00,8
2019-04-11 14:53:00,5
2019-04-11 14:54:00,8
2019-04-11 14:56:00,17
2019-04-11 14:58:00,5
2019-04-11 14:59:00,1
2019-04-11 15:00:00,12
2019-04-11 15:01:00,20
2019-04-11 15:02:00,8
2019-04-11 15:03:00,5
2019-04-11 15:04:00,8
2019-04-11 15:05:00,1
2019-04-11 15:06:00,17
2019-04-11 15:08:00,5
2019-04-11 15:09:00,1
2019-04-11 15:10:00,12
